Name,Package URL,Github,ecosystem,health_percentage,description,readme,code_of_conduct,contributing,license,pull_request_template,admin_accepts_content_report
webpack-bundle-analyzer,https://www.npmjs.com/package/webpack-bundle-analyzer,https://github.com/webpack-contrib/webpack-bundle-analyzer,npm,50,true,true,false,true,true,false,false
type-is,https://www.npmjs.com/package/type-is,https://github.com/jshttp/type-is,npm,37,true,true,false,false,true,false,false
etag,https://www.npmjs.com/package/etag,https://github.com/jshttp/etag,npm,37,true,true,false,false,true,false,false
eslint-config-airbnb,https://www.npmjs.com/package/eslint-config-airbnb,https://github.com/airbnb/javascript,npm,62,true,true,true,false,true,false,false
lodash.debounce,https://www.npmjs.com/package/lodash.debounce,https://github.com/lodash/lodash,npm,62,true,true,false,true,true,false,false
wrap-ansi,https://www.npmjs.com/package/wrap-ansi,https://github.com/chalk/wrap-ansi,npm,50,true,true,false,false,true,false,false
node-sass,https://www.npmjs.com/package/node-sass,https://github.com/sass/node-sass,npm,75,true,true,true,true,true,false,false
helmet,https://www.npmjs.com/package/helmet,https://github.com/helmetjs/helmet,npm,75,true,true,true,true,true,false,false
y18n,https://www.npmjs.com/package/y18n,https://github.com/yargs/y18n,npm,37,true,true,false,false,true,false,false
jest-cli,https://www.npmjs.com/package/jest-cli,https://github.com/facebook/jest,npm,75,true,true,true,true,true,true,false
log4js,https://www.npmjs.com/package/log4js,https://github.com/log4js-node/log4js-node,npm,50,true,true,false,false,true,false,false
redux-thunk,https://www.npmjs.com/package/redux-thunk,https://github.com/reduxjs/redux-thunk,npm,62,true,true,false,true,true,false,false
mime-db,https://www.npmjs.com/package/mime-db,https://github.com/jshttp/mime-db,npm,37,true,true,false,false,true,false,false
lodash-es,https://www.npmjs.com/package/lodash-es,https://github.com/lodash/lodash,npm,62,true,true,false,true,true,false,false
tapable,https://www.npmjs.com/package/tapable,https://github.com/webpack/tapable,npm,37,true,true,false,false,true,false,false
signal-exit,https://www.npmjs.com/package/signal-exit,https://github.com/tapjs/signal-exit,npm,37,true,true,false,false,true,false,false
methods,https://www.npmjs.com/package/methods,https://github.com/jshttp/methods,npm,37,true,true,false,false,true,false,false
@angular/core,https://www.npmjs.com/package/%40angular%2Fcore,https://github.com/angular/angular,npm,87,true,true,true,true,true,true,false
d3,https://www.npmjs.com/package/d3,https://github.com/d3/d3,npm,37,true,true,false,false,true,false,false
espree,https://www.npmjs.com/package/espree,https://github.com/eslint/espree,npm,75,true,true,true,true,true,false,false
write-file-atomic,https://www.npmjs.com/package/write-file-atomic,https://github.com/npm/write-file-atomic,npm,75,true,true,true,false,true,true,false
ajv-keywords,https://www.npmjs.com/package/ajv-keywords,https://github.com/epoberezkin/ajv-keywords,npm,50,true,true,true,false,true,false,false
eslint-plugin-prettier,https://www.npmjs.com/package/eslint-plugin-prettier,https://github.com/prettier/eslint-plugin-prettier,npm,50,true,true,false,true,true,false,false
braces,https://www.npmjs.com/package/braces,https://github.com/micromatch/braces,npm,75,true,true,true,true,true,false,false
terser-webpack-plugin,https://www.npmjs.com/package/terser-webpack-plugin,https://github.com/webpack-contrib/terser-webpack-plugin,npm,62,true,true,false,true,true,true,false
xlsx,https://www.npmjs.com/package/xlsx,https://github.com/SheetJS/sheetjs,npm,50,true,true,false,true,true,false,false
reselect,https://www.npmjs.com/package/reselect,https://github.com/reduxjs/reselect,npm,37,true,true,false,false,true,false,false
url-loader,https://www.npmjs.com/package/url-loader,https://github.com/webpack-contrib/url-loader,npm,62,true,true,false,true,true,true,false
@types/jest,https://www.npmjs.com/package/%40types%2Fjest,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,62,true,true,false,false,true,true,false
follow-redirects,https://www.npmjs.com/package/follow-redirects,https://github.com/follow-redirects/follow-redirects,npm,50,true,true,false,false,true,false,false
image-size,https://www.npmjs.com/package/image-size,https://github.com/image-size/image-size,npm,37,true,true,false,false,true,false,false
