Name,Package URL,Github,ecosystem,health_percentage,description,readme,code_of_conduct,contributing,license,pull_request_template,admin_accepts_content_report
pyspark,https://pypi.org/project/pyspark/,https://github.com/apache/spark/tree/master/python,pypi,87,true,true,true,true,true,true,false
adal,https://pypi.org/project/adal/,https://github.com/AzureAD/azure-activedirectory-library-for-python,pypi,62,true,true,false,true,true,false,false
networkx,https://pypi.org/project/networkx/,https://github.com/networkx/networkx,pypi,62,true,true,false,true,true,true,false
cloudpickle,https://pypi.org/project/cloudpickle/,https://github.com/cloudpipe/cloudpickle,pypi,37,true,true,false,false,true,false,false
google-crc32c,https://pypi.org/project/google-crc32c/,https://github.com/googleapis/python-crc32c,pypi,75,false,true,true,true,true,false,false
mccabe,https://pypi.org/project/mccabe/,https://github.com/pycqa/mccabe,pypi,37,true,true,false,false,true,false,false
google-auth-httplib2,https://pypi.org/project/google-auth-httplib2/,https://github.com/GoogleCloudPlatform/google-auth-library-python-httplib2,pypi,75,false,true,true,true,true,true,false
threadpoolctl,https://pypi.org/project/threadpoolctl/,https://github.com/joblib/threadpoolctl,pypi,37,true,true,false,false,true,false,false
alembic,https://pypi.org/project/alembic/,https://github.com/sqlalchemy/alembic/,pypi,50,true,true,false,false,true,true,false
dill,https://pypi.org/project/dill/,https://github.com/uqfoundation/dill,pypi,87,true,true,true,true,true,true,false
tornado,https://pypi.org/project/tornado/,https://github.com/tornadoweb/tornado,pypi,50,true,true,false,false,true,false,false
rich,https://pypi.org/project/rich/,https://github.com/Textualize/rich,pypi,87,true,true,true,true,true,true,false
absl-py,https://pypi.org/project/absl-py/,https://github.com/abseil/abseil-py,pypi,50,true,true,false,true,true,false,false
marshmallow,https://pypi.org/project/marshmallow/,https://github.com/marshmallow-code/marshmallow,pypi,75,true,true,true,true,true,false,false
prompt-toolkit,https://pypi.org/project/prompt-toolkit/,https://github.com/prompt-toolkit/python-prompt-toolkit,pypi,37,true,true,false,false,true,false,false
traitlets,https://pypi.org/project/traitlets/,https://github.com/ipython/traitlets,pypi,62,true,true,false,true,true,false,false
datadog,https://pypi.org/project/datadog/,https://github.com/DataDog/datadogpy,pypi,62,true,true,false,true,true,true,false
imageio,https://pypi.org/project/imageio/,https://github.com/imageio/imageio,pypi,37,true,true,false,false,true,false,false
jupyter-client,https://pypi.org/project/jupyter-client/,https://github.com/jupyter/jupyter_client,pypi,75,true,true,true,true,true,false,false
websockets,https://pypi.org/project/websockets/,https://github.com/aaugustin/websockets,pypi,75,true,true,true,false,true,false,false
poetry-core,https://pypi.org/project/poetry-core/,https://github.com/python-poetry/poetry-core,pypi,50,true,true,false,false,true,true,false
redshift-connector,https://pypi.org/project/redshift-connector/,https://github.com/aws/amazon-redshift-python-driver,pypi,87,true,true,true,true,true,true,false
pytest-cov,https://pypi.org/project/pytest-cov/,https://github.com/pytest-dev/pytest-cov,pypi,62,true,true,false,true,true,false,false
ipython,https://pypi.org/project/ipython/,https://github.com/ipython/ipython,pypi,62,true,true,false,true,true,false,false
cfn-lint,https://pypi.org/project/cfn-lint/,https://github.com/aws-cloudformation/cfn-python-lint,pypi,87,true,true,true,true,true,true,false
simplejson,https://pypi.org/project/simplejson/,https://github.com/simplejson/simplejson,pypi,37,true,true,false,false,true,false,false
google-cloud-pubsub,https://pypi.org/project/google-cloud-pubsub/,https://github.com/googleapis/python-pubsub,pypi,75,false,true,true,true,true,true,false
tox,https://pypi.org/project/tox/,https://github.com/tox-dev/tox,pypi,75,true,true,true,true,true,true,false
prometheus-client,https://pypi.org/project/prometheus-client/,https://github.com/prometheus/client_python,pypi,75,true,true,true,true,true,false,false
tensorboard,https://pypi.org/project/tensorboard/,https://github.com/tensorflow/tensorboard,pypi,75,true,true,false,true,true,true,false
pyzmq,https://pypi.org/project/pyzmq/,https://github.com/zeromq/pyzmq,pypi,62,true,true,false,true,true,false,false
pyflakes,https://pypi.org/project/pyflakes/,https://github.com/PyCQA/pyflakes,pypi,37,true,true,false,false,true,false,false
toolz,https://pypi.org/project/toolz/,https://github.com/pytoolz/toolz/,pypi,37,true,true,false,false,true,false,false
jupyter-core,https://pypi.org/project/jupyter-core/,https://github.com/jupyter/jupyter_core,pypi,75,true,true,true,true,true,false,false
markdown-it-py,https://pypi.org/project/markdown-it-py/,https://github.com/executablebooks/markdown-it-py,pypi,75,true,true,true,true,true,false,false
google-cloud-bigquery-storage,https://pypi.org/project/google-cloud-bigquery-storage/,https://github.com/googleapis/python-bigquery-storage,pypi,75,false,true,true,true,true,true,false
jsonpath-ng,https://pypi.org/project/jsonpath-ng/,https://github.com/h2non/jsonpath-ng,pypi,0,false,false,false,false,false,false,false
pickleshare,https://pypi.org/project/pickleshare/,https://github.com/pickleshare/pickleshare,pypi,37,true,true,false,false,true,false,false
mdurl,https://pypi.org/project/mdurl/,https://github.com/executablebooks/mdurl,pypi,62,true,true,true,true,true,false,false
black,https://pypi.org/project/black/,https://github.com/psf/black,pypi,87,true,true,true,true,true,true,false
databricks-cli,https://pypi.org/project/databricks-cli/,https://github.com/databricks/databricks-cli,pypi,50,true,true,false,true,true,false,false
httpcore,https://pypi.org/project/httpcore/,https://github.com/encode/httpcore,pypi,75,true,true,true,true,true,false,false
html5lib,https://pypi.org/project/html5lib/,https://github.com/html5lib/html5lib-python,pypi,50,true,true,false,true,true,false,false
setuptools-scm,https://pypi.org/project/setuptools-scm/,https://github.com/pypa/setuptools_scm/,pypi,50,true,true,true,false,true,false,false
msrestazure,https://pypi.org/project/msrestazure/,https://github.com/Azure/msrestazure-for-python,pypi,62,true,true,true,false,true,false,false
matplotlib-inline,https://pypi.org/project/matplotlib-inline/,https://github.com/ipython/matplotlib-inline,pypi,37,true,true,false,false,true,false,false
Babel,https://pypi.org/project/Babel/,https://github.com/python-babel/babel,pypi,50,true,true,false,true,true,false,false
bleach,https://pypi.org/project/bleach/,https://github.com/mozilla/bleach,pypi,87,true,true,true,true,true,false,false
CacheControl,https://pypi.org/project/CacheControl/,https://github.com/ionrock/cachecontrol,pypi,50,true,true,true,false,true,false,false
jupyter-server,https://pypi.org/project/jupyter-server/,https://github.com/jupyter-server/jupyter_server,pypi,87,true,true,true,true,true,false,false
elasticsearch,https://pypi.org/project/elasticsearch/,https://github.com/elastic/elasticsearch-py,pypi,75,true,true,true,true,true,false,false
opensearch-py,https://pypi.org/project/opensearch-py/,https://github.com/opensearch-project/opensearch-py,pypi,87,true,true,true,true,true,true,false
snowflake-sqlalchemy,https://pypi.org/project/snowflake-sqlalchemy/,https://github.com/snowflakedb/snowflake-sqlalchemy,pypi,50,true,true,false,false,true,true,false
kubernetes,https://pypi.org/project/kubernetes/,https://github.com/kubernetes-client/python,pypi,87,true,true,true,true,true,true,false
cattrs,https://pypi.org/project/cattrs/,https://github.com/python-attrs/cattrs,pypi,62,true,true,false,true,true,false,false
grpc-google-iam-v1,https://pypi.org/project/grpc-google-iam-v1/,https://github.com/googleapis/python-grpc-google-iam-v1,pypi,75,false,true,true,true,true,true,false
shellingham,https://pypi.org/project/shellingham/,https://github.com/sarugaku/shellingham,pypi,37,true,true,false,false,true,false,false
transformers,https://pypi.org/project/transformers/,https://github.com/huggingface/transformers,pypi,75,true,true,true,true,true,true,false
smart-open,https://pypi.org/project/smart-open/,https://github.com/piskvorky/smart_open,pypi,62,true,true,false,true,true,true,false
mock,https://pypi.org/project/mock/,https://github.com/testing-cabal/mock,pypi,50,true,true,false,false,true,false,false
debugpy,https://pypi.org/project/debugpy/,https://github.com/microsoft/debugpy,pypi,87,true,true,true,true,true,false,false
h5py,https://pypi.org/project/h5py/,https://github.com/h5py/h5py,pypi,62,true,true,false,true,true,true,false
build,https://pypi.org/project/build/,https://github.com/pypa/build,pypi,50,true,true,true,false,true,false,false
altair,https://pypi.org/project/altair/,https://github.com/altair-viz/altair,pypi,62,true,true,false,true,true,false,false
astroid,https://pypi.org/project/astroid/,https://github.com/PyCQA/astroid,pypi,62,true,true,false,false,true,true,false
google-pasta,https://pypi.org/project/google-pasta/,https://github.com/google/pasta,pypi,75,true,true,true,true,true,false,false
huggingface-hub,https://pypi.org/project/huggingface-hub/,https://github.com/huggingface/huggingface_hub,pypi,75,true,true,true,true,true,false,false
uvicorn,https://pypi.org/project/uvicorn/,https://github.com/encode/uvicorn,pypi,87,true,true,true,true,true,true,false
contourpy,https://pypi.org/project/contourpy/,https://github.com/contourpy/contourpy,pypi,62,true,true,true,false,true,false,false
shapely,https://pypi.org/project/shapely/,https://github.com/shapely/shapely,pypi,50,true,true,true,false,true,false,false
pytest-runner,https://pypi.org/project/pytest-runner/,https://github.com/pytest-dev/pytest-runner/,pypi,25,false,true,false,false,true,false,false
asgiref,https://pypi.org/project/asgiref/,https://github.com/django/asgiref/,pypi,50,true,true,true,false,true,false,false
azure-storage-common,https://pypi.org/project/azure-storage-common/,https://github.com/Azure/azure-storage-python,pypi,75,true,true,true,true,true,false,false
google-cloud-secret-manager,https://pypi.org/project/google-cloud-secret-manager/,https://github.com/googleapis/python-secret-manager,pypi,75,false,true,true,true,true,true,false
cleo,https://pypi.org/project/cleo/,https://github.com/python-poetry/cleo,pypi,37,true,true,false,false,true,false,false
tokenizers,https://pypi.org/project/tokenizers/,https://github.com/huggingface/tokenizers,pypi,37,true,true,false,false,true,false,false
trove-classifiers,https://pypi.org/project/trove-classifiers/,https://github.com/pypa/trove-classifiers,pypi,75,true,true,true,true,true,true,false
mlflow,https://pypi.org/project/mlflow/,https://github.com/mlflow/mlflow,pypi,75,true,true,false,true,true,true,false
llvmlite,https://pypi.org/project/llvmlite/,https://github.com/numba/llvmlite,pypi,50,true,true,false,false,true,false,false
certbot-dns-transip,https://pypi.org/project/certbot-dns-transip/,https://github.com/hsmade/certbot_dns_transip,pypi,0,false,false,false,false,false,false,false
pyproject_hooks,https://pypi.org/project/pyproject_hooks/,https://github.com/pypa/pyproject-hooks,pypi,50,true,true,true,false,true,false,false
slack-sdk,https://pypi.org/project/slack-sdk/,https://github.com/slackapi/python-slack-sdk,pypi,62,true,true,false,true,true,true,false
sentencepiece,https://pypi.org/project/sentencepiece/,https://github.com/google/sentencepiece,pypi,75,true,true,true,true,true,false,false
nbclient,https://pypi.org/project/nbclient/,https://github.com/jupyter/nbclient,pypi,75,true,true,true,true,true,false,false
distro,https://pypi.org/project/distro/,https://github.com/python-distro/distro,pypi,50,true,true,false,true,true,false,false
nltk,https://pypi.org/project/nltk/,https://github.com/nltk/nltk,pypi,62,true,true,false,true,true,false,false
tensorboard-data-server,https://pypi.org/project/tensorboard-data-server/,https://github.com/tensorflow/tensorboard/tree/master/tensorboard/data/server,pypi,75,true,true,false,true,true,true,false
nbclassic,https://pypi.org/project/nbclassic/,https://github.com/jupyter/nbclassic,pypi,75,true,true,true,true,true,false,false
statsmodels,https://pypi.org/project/statsmodels/,https://github.com/statsmodels/statsmodels,pypi,62,true,true,false,true,true,true,false
apache-airflow,https://pypi.org/project/apache-airflow/,https://github.com/apache/airflow,pypi,87,true,true,true,true,true,true,false
responses,https://pypi.org/project/responses/,https://github.com/getsentry/responses,pypi,62,true,true,true,false,true,false,false
flatbuffers,https://pypi.org/project/flatbuffers/,https://github.com/google/flatbuffers,pypi,87,true,true,true,true,true,true,false
Django,https://pypi.org/project/Django/,https://github.com/django/django,pypi,75,true,true,true,true,true,false,false
jsonpickle,https://pypi.org/project/jsonpickle/,https://github.com/jsonpickle/jsonpickle,pypi,37,true,true,false,false,true,false,false
boto,https://pypi.org/project/boto/,https://github.com/boto/boto/,pypi,50,true,true,false,true,true,false,false
asttokens,https://pypi.org/project/asttokens/,https://github.com/gristlabs/asttokens,pypi,37,true,true,false,false,true,false,false
hvac,https://pypi.org/project/hvac/,https://github.com/hvac/hvac,pypi,50,true,true,false,true,true,false,false
applicationinsights,https://pypi.org/project/applicationinsights/,https://github.com/Microsoft/ApplicationInsights-Python,pypi,75,true,true,true,true,true,false,false
multiprocess,https://pypi.org/project/multiprocess/,https://github.com/uqfoundation/multiprocess,pypi,87,true,true,true,true,true,true,false
pytest-mock,https://pypi.org/project/pytest-mock/,https://github.com/pytest-dev/pytest-mock/,pypi,50,true,true,false,true,true,false,false
identify,https://pypi.org/project/identify/,https://github.com/pre-commit/identify,pypi,50,true,true,false,false,true,false,false
async_generator,https://pypi.org/project/async_generator/,https://github.com/python-trio/async_generator,pypi,62,true,true,true,true,true,false,false
xgboost,https://pypi.org/project/xgboost/,https://github.com/dmlc/xgboost,pypi,50,true,true,false,false,true,false,false
pre-commit,https://pypi.org/project/pre-commit/,https://github.com/pre-commit/pre-commit,pypi,62,true,true,false,true,true,false,false
opencensus,https://pypi.org/project/opencensus/,https://github.com/census-instrumentation/opencensus-python,pypi,87,true,true,true,true,true,false,false
confluent-kafka,https://pypi.org/project/confluent-kafka/,https://github.com/confluentinc/confluent-kafka-python,pypi,37,true,true,false,false,true,false,false
typing,https://pypi.org/project/typing/,https://github.com/python/typing,pypi,62,true,true,true,false,true,false,false
zope.event,https://pypi.org/project/zope.event/,https://github.com/zopefoundation/zope.event,pypi,75,true,true,false,true,true,false,false
prettytable,https://pypi.org/project/prettytable/,https://github.com/jazzband/prettytable,pypi,87,true,true,true,true,true,false,false
opencensus-context,https://pypi.org/project/opencensus-context/,https://github.com/census-instrumentation/opencensus-python/tree/master/context/opencensus-context,pypi,87,true,true,true,true,true,false,false
python-http-client,https://pypi.org/project/python-http-client/,https://github.com/sendgrid/python-http-client,pypi,75,true,true,true,true,true,true,false
patsy,https://pypi.org/project/patsy/,https://github.com/pydata/patsy,pypi,50,true,true,true,false,true,false,false
typed-ast,https://pypi.org/project/typed-ast/,https://github.com/python/typed_ast,pypi,62,true,true,true,true,true,false,false
click-plugins,https://pypi.org/project/click-plugins/,https://github.com/click-contrib/click-plugins,pypi,37,true,true,false,false,true,false,false
jupyterlab-pygments,https://pypi.org/project/jupyterlab-pygments/,https://github.com/jupyterlab/jupyterlab_pygments,pypi,75,true,true,true,false,true,false,false
terminado,https://pypi.org/project/terminado/,https://github.com/jupyter/terminado,pypi,75,true,true,true,true,true,false,false
google-cloud-resource-manager,https://pypi.org/project/google-cloud-resource-manager/,https://github.com/googleapis/python-resource-manager,pypi,75,false,true,true,true,true,true,false
mpmath,https://pypi.org/project/mpmath/,https://github.com/fredrik-johansson/mpmath,pypi,37,true,true,false,false,true,false,false
tensorflow-io-gcs-filesystem,https://pypi.org/project/tensorflow-io-gcs-filesystem/,https://github.com/tensorflow/io,pypi,50,true,true,false,true,true,false,false
azure-datalake-store,https://pypi.org/project/azure-datalake-store/,https://github.com/Azure/azure-data-lake-store-python,pypi,87,true,true,true,true,true,true,false
uamqp,https://pypi.org/project/uamqp/,https://github.com/Azure/azure-uamqp-python,pypi,75,true,true,true,false,true,false,false
fastavro,https://pypi.org/project/fastavro/,https://github.com/fastavro/fastavro,pypi,37,true,true,false,false,true,false,false
aws-sam-translator,https://pypi.org/project/aws-sam-translator/,https://github.com/awslabs/serverless-application-model,pypi,87,true,true,true,true,true,true,false
sendgrid,https://pypi.org/project/sendgrid/,https://github.com/sendgrid/sendgrid-python/,pypi,75,true,true,true,true,true,true,false
sympy,https://pypi.org/project/sympy/,https://github.com/sympy/sympy,pypi,75,true,true,true,true,true,true,false
installer,https://pypi.org/project/installer/,https://github.com/pypa/installer,pypi,62,true,true,true,true,true,false,false
pytest-xdist,https://pypi.org/project/pytest-xdist/,https://github.com/pytest-dev/pytest-xdist,pypi,50,true,true,false,false,true,true,false
constructs,https://pypi.org/project/constructs/,https://github.com/aws/constructs.git,pypi,0,false,false,false,false,false,false,false
jupyterlab-widgets,https://pypi.org/project/jupyterlab-widgets/,https://github.com/jupyter-widgets/ipywidgets,pypi,75,true,true,true,true,true,false,false
mdit-py-plugins,https://pypi.org/project/mdit-py-plugins/,https://github.com/executablebooks/mdit-py-plugins,pypi,62,true,true,true,true,true,false,false
opencv-python,https://pypi.org/project/opencv-python/,https://github.com/opencv/opencv-python,pypi,50,true,true,false,true,true,false,false
types-PyYAML,https://pypi.org/project/types-PyYAML/,https://github.com/python/typeshed,pypi,62,true,true,true,true,true,false,false
snowballstemmer,https://pypi.org/project/snowballstemmer/,https://github.com/snowballstem/snowball,pypi,50,true,true,false,true,true,false,false
opentelemetry-api,https://pypi.org/project/opentelemetry-api/,https://github.com/open-telemetry/opentelemetry-python/tree/main/opentelemetry-api,pypi,87,true,true,true,true,true,true,false
opentelemetry-sdk,https://pypi.org/project/opentelemetry-sdk/,https://github.com/open-telemetry/opentelemetry-python/tree/main/opentelemetry-sdk,pypi,87,true,true,true,true,true,true,false
scikit-image,https://pypi.org/project/scikit-image/,https://github.com/scikit-image/scikit-image,pypi,75,true,true,true,true,true,true,false
db-dtypes,https://pypi.org/project/db-dtypes/,https://github.com/googleapis/python-db-dtypes-pandas,pypi,75,false,true,true,true,true,true,false
libcst,https://pypi.org/project/libcst/,https://github.com/Instagram/LibCST,pypi,87,true,true,true,true,true,true,false
youtube_dl,https://pypi.org/project/youtube_dl/,https://github.com/ytdl-org/youtube-dl,pypi,62,true,true,false,true,true,true,false
cssselect,https://pypi.org/project/cssselect/,https://github.com/scrapy/cssselect,pypi,37,true,true,false,false,true,false,false
dask,https://pypi.org/project/dask/,https://github.com/dask/dask/,pypi,75,true,true,false,true,true,true,false
gevent,https://pypi.org/project/gevent/,https://github.com/gevent/gevent/,pypi,50,true,true,false,true,true,false,false
apache-airflow-providers-snowflake,https://pypi.org/project/apache-airflow-providers-snowflake/,https://github.com/apache/airflow,pypi,87,true,true,true,true,true,true,false
pandas-gbq,https://pypi.org/project/pandas-gbq/,https://github.com/googleapis/python-bigquery-pandas,pypi,87,true,true,true,true,true,true,false
ujson,https://pypi.org/project/ujson/,https://github.com/ultrajson/ultrajson,pypi,50,true,true,false,false,true,true,false
databricks-sql-connector,https://pypi.org/project/databricks-sql-connector/,https://github.com/databricks/databricks-sql-python,pypi,50,true,true,false,true,true,false,false
Brotli,https://pypi.org/project/Brotli/,https://github.com/google/brotli,pypi,75,true,true,true,true,true,false,false
lz4,https://pypi.org/project/lz4/,https://github.com/python-lz4/python-lz4,pypi,37,true,true,false,false,true,false,false
opencensus-ext-azure,https://pypi.org/project/opencensus-ext-azure/,https://github.com/census-instrumentation/opencensus-python/tree/master/contrib/opencensus-ext-azure,pypi,87,true,true,true,true,true,false,false
google-cloud-aiplatform,https://pypi.org/project/google-cloud-aiplatform/,https://github.com/googleapis/python-aiplatform,pypi,87,true,true,true,true,true,true,false
wsproto,https://pypi.org/project/wsproto/,https://github.com/python-hyper/wsproto/,pypi,37,true,true,false,false,true,false,false
fuzzywuzzy,https://pypi.org/project/fuzzywuzzy/,https://github.com/seatgeek/fuzzywuzzy,pypi,37,true,true,false,false,true,false,false
pathlib2,https://pypi.org/project/pathlib2/,https://github.com/jazzband/pathlib2,pypi,75,true,true,true,true,true,false,false
simple-salesforce,https://pypi.org/project/simple-salesforce/,https://github.com/simple-salesforce/simple-salesforce,pypi,37,true,true,false,false,true,false,false
moto,https://pypi.org/project/moto/,https://github.com/getmoto/moto,pypi,62,true,true,true,true,true,false,false
tb-nightly,https://pypi.org/project/tb-nightly/,https://github.com/tensorflow/tensorboard,pypi,75,true,true,false,true,true,true,false
fire,https://pypi.org/project/fire/,https://github.com/google/python-fire,pypi,75,true,true,true,true,true,false,false
delta-spark,https://pypi.org/project/delta-spark/,https://github.com/delta-io/delta,pypi,75,true,true,true,true,true,true,false
Keras-Preprocessing,https://pypi.org/project/Keras-Preprocessing/,https://github.com/keras-team/keras-preprocessing,pypi,62,true,true,false,true,true,true,false
gcsfs,https://pypi.org/project/gcsfs/,https://github.com/fsspec/gcsfs,pypi,50,true,true,false,true,true,false,false
PyWavelets,https://pypi.org/project/PyWavelets/,https://github.com/PyWavelets/pywt,pypi,50,true,true,false,true,true,false,false
pyproj,https://pypi.org/project/pyproj/,https://github.com/pyproj4/pyproj,pypi,75,true,true,true,true,true,true,false
imageio-ffmpeg,https://pypi.org/project/imageio-ffmpeg/,https://github.com/imageio/imageio-ffmpeg,pypi,37,true,true,false,false,true,false,false
ijson,https://pypi.org/project/ijson/,https://github.com/ICRAR/ijson,pypi,0,false,false,false,false,false,false,false
knack,https://pypi.org/project/knack/,https://github.com/microsoft/knack,pypi,75,true,true,true,true,true,false,false
pymssql,https://pypi.org/project/pymssql/,https://github.com/pymssql/pymssql,pypi,50,true,true,false,false,true,false,false
alabaster,https://pypi.org/project/alabaster/,https://github.com/bitprophet/alabaster,pypi,37,true,true,false,false,true,false,false
trio-websocket,https://pypi.org/project/trio-websocket/,https://github.com/HyperionGray/trio-websocket,pypi,50,true,true,false,true,true,false,false
apispec,https://pypi.org/project/apispec/,https://github.com/marshmallow-code/apispec,pypi,50,true,true,false,true,true,false,false
google-cloud-logging,https://pypi.org/project/google-cloud-logging/,https://github.com/googleapis/python-logging,pypi,75,false,true,true,true,true,true,false
trio,https://pypi.org/project/trio/,https://github.com/python-trio/trio,pypi,62,true,true,true,true,true,false,false
lightgbm,https://pypi.org/project/lightgbm/,https://github.com/microsoft/LightGBM,pypi,87,true,true,true,true,true,false,false
outcome,https://pypi.org/project/outcome/,https://github.com/python-trio/outcome,pypi,62,true,true,true,true,true,false,false
google-cloud-firestore,https://pypi.org/project/google-cloud-firestore/,https://github.com/googleapis/python-firestore,pypi,75,false,true,true,true,true,true,false
pydata-google-auth,https://pypi.org/project/pydata-google-auth/,https://github.com/pydata/pydata-google-auth,pypi,50,true,true,false,true,true,false,false
Keras-Applications,https://pypi.org/project/Keras-Applications/,https://github.com/keras-team/keras-applications,pypi,37,true,true,false,false,true,false,false
hpack,https://pypi.org/project/hpack/,https://github.com/python-hyper/hpack,pypi,37,true,true,false,false,true,false,false
graphframes,https://pypi.org/project/graphframes/,https://github.com/graphframes/graphframes,pypi,25,false,true,false,false,true,false,false
slackclient,https://pypi.org/project/slackclient/,https://github.com/slackapi/python-slack-sdk,pypi,62,true,true,false,true,true,true,false
djangorestframework,https://pypi.org/project/djangorestframework/,https://github.com/encode/django-rest-framework,pypi,87,true,true,true,true,true,true,false
torchvision,https://pypi.org/project/torchvision/,https://github.com/pytorch/vision,pypi,75,true,true,true,true,true,true,false
h2,https://pypi.org/project/h2/,https://github.com/python-hyper/h2,pypi,37,true,true,false,false,true,false,false
hyperframe,https://pypi.org/project/hyperframe/,https://github.com/python-hyper/hyperframe/,pypi,37,true,true,false,false,true,false,false
pytest-asyncio,https://pypi.org/project/pytest-asyncio/,https://github.com/pytest-dev/pytest-asyncio,pypi,37,true,true,false,false,true,false,false
commonmark,https://pypi.org/project/commonmark/,https://github.com/rtfd/commonmark.py,pypi,37,true,true,false,false,true,false,false
hypothesis,https://pypi.org/project/hypothesis/,https://github.com/HypothesisWorks/hypothesis/tree/master/hypothesis-python,pypi,50,true,true,false,true,true,false,false
billiard,https://pypi.org/project/billiard/,https://github.com/celery/billiard,pypi,50,true,true,false,false,true,false,false
validators,https://pypi.org/project/validators/,https://github.com/kvesteri/validators,pypi,50,true,true,false,false,true,false,false
starkbank-ecdsa,https://pypi.org/project/starkbank-ecdsa/,https://github.com/starkbank/ecdsa-python.git,pypi,0,false,false,false,false,false,false,false
dateparser,https://pypi.org/project/dateparser/,https://github.com/scrapinghub/dateparser,pypi,50,true,true,false,true,true,false,false
cmake,https://pypi.org/project/cmake/,https://github.com/scikit-build/cmake-python-distributions,pypi,50,true,true,false,true,true,false,false
tensorflow-metadata,https://pypi.org/project/tensorflow-metadata/,https://github.com/tensorflow/metadata/tags,pypi,50,true,true,false,true,true,false,false
google-cloud-appengine-logging,https://pypi.org/project/google-cloud-appengine-logging/,https://github.com/googleapis/python-appengine-logging,pypi,75,false,true,true,true,true,true,false
marshmallow-sqlalchemy,https://pypi.org/project/marshmallow-sqlalchemy/,https://github.com/marshmallow-code/marshmallow-sqlalchemy,pypi,62,true,true,false,true,true,false,false
slicer,https://pypi.org/project/slicer/,https://github.com/interpretml/slicer,pypi,37,true,true,false,false,true,false,false
spacy,https://pypi.org/project/spacy/,https://github.com/explosion/spaCy,pypi,62,true,true,false,true,true,true,false
opentelemetry-semantic-conventions,https://pypi.org/project/opentelemetry-semantic-conventions/,https://github.com/open-telemetry/opentelemetry-python/tree/main/opentelemetry-semantic-conventions,pypi,87,true,true,true,true,true,true,false
pycountry,https://pypi.org/project/pycountry/,https://github.com/flyingcircusio/pycountry,pypi,37,true,true,false,false,true,false,false
dpath,https://pypi.org/project/dpath/,https://github.com/dpath-maintainers/dpath-python,pypi,37,true,true,false,false,true,false,false
azure-cosmosdb-table,https://pypi.org/project/azure-cosmosdb-table/,https://github.com/Azure/azure-cosmosdb-python,pypi,75,true,true,true,true,true,false,false
cachelib,https://pypi.org/project/cachelib/,https://github.com/pallets-eco/cachelib/,pypi,75,true,true,true,true,true,true,false
munch,https://pypi.org/project/munch/,https://github.com/Infinidat/munch,pypi,0,false,false,false,false,false,false,false
distributed,https://pypi.org/project/distributed/,https://github.com/dask/distributed,pypi,75,true,true,false,true,true,true,false
pydot,https://pypi.org/project/pydot/,https://github.com/pydot/pydot,pypi,37,true,true,false,false,true,false,false
google-cloud-dlp,https://pypi.org/project/google-cloud-dlp/,https://github.com/googleapis/python-dlp,pypi,75,false,true,true,true,true,true,false
connexion,https://pypi.org/project/connexion/,https://github.com/zalando/connexion,pypi,62,true,true,false,true,true,true,false
invoke,https://pypi.org/project/invoke/,https://github.com/pyinvoke/invoke,pypi,37,true,true,false,false,true,false,false
cligj,https://pypi.org/project/cligj/,https://github.com/mapbox/cligj,pypi,37,true,true,false,false,true,false,false
comm,https://pypi.org/project/comm/,https://github.com/ipython/comm,pypi,37,true,true,false,false,true,false,false
diff-lcs,https://github.com/halostatue/diff-lcs,https://github.com/halostatue/diff-lcs,rubygems,71,true,true,true,true,true,false,false
json,http://flori.github.io/json/,https://github.com/flori/json,rubygems,42,true,true,false,false,true,false,false
addressable,https://github.com/sporkmonger/addressable,https://github.com/sporkmonger/addressable,rubygems,42,true,true,false,false,true,false,false
public_suffix,https://simonecarletti.com/code/publicsuffix-ruby,https://github.com/weppos/publicsuffix-ruby/tree/v5.0.1,rubygems,57,true,true,false,false,true,false,false
builder,http://onestepback.org,https://github.com/jimweirich/builder,rubygems,42,true,true,false,false,true,false,false
tilt,https://github.com/jeremyevans/tilt,https://github.com/jeremyevans/tilt,rubygems,42,true,true,false,false,true,false,false
method_source,http://banisterfiend.wordpress.com,https://github.com/banister/method_source,rubygems,42,true,true,false,false,true,false,false
mini_portile2,https://github.com/flavorjones/mini_portile,https://github.com/flavorjones/mini_portile,rubygems,57,true,true,false,false,true,false,false
unicode-display_width,https://github.com/janlelis/unicode-display_width,https://github.com/janlelis/unicode-display_width,rubygems,57,true,true,true,false,true,false,false
loofah,https://github.com/flavorjones/loofah,https://github.com/flavorjones/loofah,rubygems,57,true,true,false,false,true,false,false
unf_ext,https://github.com/knu/ruby-unf_ext,https://github.com/knu/ruby-unf_ext,rubygems,42,true,true,false,false,true,false,false
parser,https://github.com/whitequark/parser,https://github.com/whitequark/parser/tree/v3.2.2.1,rubygems,57,true,true,false,true,true,false,false
parallel,https://github.com/grosser/parallel,https://github.com/grosser/parallel/tree/v1.23.0,rubygems,42,true,true,false,false,true,false,false
unf,https://github.com/knu/ruby-unf,https://github.com/knu/ruby-unf,rubygems,42,true,true,false,false,true,false,false
domain_name,https://github.com/knu/ruby-domain_name,https://github.com/knu/ruby-domain_name,rubygems,42,true,true,false,false,true,false,false
ruby-progressbar,https://github.com/jfelchner/ruby-progressbar,https://github.com/jfelchner/ruby-progressbar,rubygems,85,true,true,true,true,true,true,false
ast,https://whitequark.github.io/ast/,https://github.com/whitequark/ast,rubygems,42,true,true,false,false,true,false,false
