Name,Package URL,Github,ecosystem,goodFirstIssue
aws4,https://www.npmjs.com/package/aws4,https://github.com/mhart/aws4,npm,false
jest-validate,https://www.npmjs.com/package/jest-validate,https://github.com/jestjs/jest,npm,true
json-schema,https://www.npmjs.com/package/json-schema,https://github.com/kriszyp/json-schema,npm,false
gauge,https://www.npmjs.com/package/gauge,https://github.com/npm/gauge,npm,true
tiny-warning,https://www.npmjs.com/package/tiny-warning,https://github.com/alexreardon/tiny-warning,npm,true
json-stable-stringify-without-jsonify,https://www.npmjs.com/package/json-stable-stringify-without-jsonify,https://github.com/samn/json-stable-stringify,npm,false
express-validator,https://www.npmjs.com/package/express-validator,https://github.com/express-validator/express-validator,npm,true
node-dir,https://www.npmjs.com/package/node-dir,https://github.com/fshost/node-dir,npm,false
@angular/animations,https://www.npmjs.com/package/%40angular%2Fanimations,https://github.com/angular/angular,npm,false
@types/uuid,https://www.npmjs.com/package/%40types%2Fuuid,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,false
config,https://www.npmjs.com/package/config,https://github.com/node-config/node-config,npm,false
pug,https://www.npmjs.com/package/pug,https://github.com/pugjs/pug,npm,true
compressible,https://www.npmjs.com/package/compressible,https://github.com/jshttp/compressible,npm,false
browser-sync,https://www.npmjs.com/package/browser-sync,https://github.com/BrowserSync/browser-sync,npm,false
is-fullwidth-code-point,https://www.npmjs.com/package/is-fullwidth-code-point,https://github.com/sindresorhus/is-fullwidth-code-point,npm,false
kleur,https://www.npmjs.com/package/kleur,https://github.com/lukeed/kleur,npm,true
webpack-sources,https://www.npmjs.com/package/webpack-sources,https://github.com/webpack/webpack-sources,npm,false
flat,https://www.npmjs.com/package/flat,https://github.com/hughsk/flat,npm,false
duplexify,https://www.npmjs.com/package/duplexify,https://github.com/mafintosh/duplexify,npm,false
make-error,https://www.npmjs.com/package/make-error,https://github.com/JsCommunity/make-error,npm,false
any-promise,https://www.npmjs.com/package/any-promise,https://github.com/kevinbeaty/any-promise,npm,false
@types/semver,https://www.npmjs.com/package/%40types%2Fsemver,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,false
localforage,https://www.npmjs.com/package/localforage,https://github.com/localForage/localForage,npm,false
idb,https://www.npmjs.com/package/idb,https://github.com/jakearchibald/idb,npm,false
duplexer,https://www.npmjs.com/package/duplexer,https://github.com/Raynos/duplexer,npm,false
gensync,https://www.npmjs.com/package/gensync,https://github.com/loganfsmyth/gensync,npm,true
flatted,https://www.npmjs.com/package/flatted,https://github.com/WebReflection/flatted,npm,true
throttle-debounce,https://www.npmjs.com/package/throttle-debounce,https://github.com/niksy/throttle-debounce,npm,false
has-symbols,https://www.npmjs.com/package/has-symbols,https://github.com/inspect-js/has-symbols,npm,false
gulp-uglify,https://www.npmjs.com/package/gulp-uglify,https://github.com/terinjokes/gulp-uglify,npm,false
clone-deep,https://www.npmjs.com/package/clone-deep,https://github.com/jonschlinkert/clone-deep,npm,false
jsonschema,https://www.npmjs.com/package/jsonschema,https://github.com/tdegrunt/jsonschema,npm,false
scheduler,https://www.npmjs.com/package/scheduler,https://github.com/facebook/react,npm,true
asap,https://www.npmjs.com/package/asap,https://github.com/kriskowal/asap,npm,false
preact,https://www.npmjs.com/package/preact,https://github.com/preactjs/preact,npm,true
dompurify,https://www.npmjs.com/package/dompurify,https://github.com/cure53/DOMPurify,npm,false
@typescript-eslint/utils,https://www.npmjs.com/package/%40typescript-eslint%2Futils,https://github.com/typescript-eslint/typescript-eslint,npm,true
dir-glob,https://www.npmjs.com/package/dir-glob,https://github.com/kevva/dir-glob,npm,false
slice-ansi,https://www.npmjs.com/package/slice-ansi,https://github.com/chalk/slice-ansi,npm,false
type-is,https://www.npmjs.com/package/type-is,https://github.com/jshttp/type-is,npm,false
babel-polyfill,https://www.npmjs.com/package/babel-polyfill,https://github.com/babel/babel,npm,true
chownr,https://www.npmjs.com/package/chownr,https://github.com/isaacs/chownr,npm,false
array-includes,https://www.npmjs.com/package/array-includes,https://github.com/es-shims/array-includes,npm,false
@types/qs,https://www.npmjs.com/package/%40types%2Fqs,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,false
is-callable,https://www.npmjs.com/package/is-callable,https://github.com/inspect-js/is-callable,npm,false
bson,https://www.npmjs.com/package/bson,https://github.com/mongodb/js-bson,npm,false
json-buffer,https://www.npmjs.com/package/json-buffer,https://github.com/dominictarr/json-buffer,npm,false
immer,https://www.npmjs.com/package/immer,https://github.com/immerjs/immer,npm,true
googleapis,https://www.npmjs.com/package/googleapis,https://github.com/googleapis/google-api-nodejs-client,npm,false
boxen,https://www.npmjs.com/package/boxen,https://github.com/sindresorhus/boxen,npm,false
jsbn,https://www.npmjs.com/package/jsbn,https://github.com/andyperlitch/jsbn,npm,false
ansi-escapes,https://www.npmjs.com/package/ansi-escapes,https://github.com/sindresorhus/ansi-escapes,npm,false
chardet,https://www.npmjs.com/package/chardet,https://github.com/runk/node-chardet,npm,false
map-obj,https://www.npmjs.com/package/map-obj,https://github.com/sindresorhus/map-obj,npm,false
memfs,https://www.npmjs.com/package/memfs,https://github.com/streamich/memfs,npm,true
lodash.throttle,https://www.npmjs.com/package/lodash.throttle,https://github.com/lodash/lodash,npm,false
mqtt,https://www.npmjs.com/package/mqtt,https://github.com/mqttjs/MQTT.js,npm,false
sanitize-html,https://www.npmjs.com/package/sanitize-html,https://github.com/apostrophecms/sanitize-html,npm,true
jest-worker,https://www.npmjs.com/package/jest-worker,https://github.com/jestjs/jest,npm,true
configstore,https://www.npmjs.com/package/configstore,https://github.com/yeoman/configstore,npm,false
esquery,https://www.npmjs.com/package/esquery,https://github.com/estools/esquery,npm,false
is-typed-array,https://www.npmjs.com/package/is-typed-array,https://github.com/inspect-js/is-typed-array,npm,false
glob-to-regexp,https://www.npmjs.com/package/glob-to-regexp,https://github.com/fitzgen/glob-to-regexp,npm,false
mimic-fn,https://www.npmjs.com/package/mimic-fn,https://github.com/sindresorhus/mimic-fn,npm,false
@typescript-eslint/typescript-estree,https://www.npmjs.com/package/%40typescript-eslint%2Ftypescript-estree,https://github.com/typescript-eslint/typescript-eslint,npm,true
swiper,https://www.npmjs.com/package/swiper,https://github.com/nolimits4web/Swiper,npm,true
read-pkg-up,https://www.npmjs.com/package/read-pkg-up,https://github.com/sindresorhus/read-pkg-up,npm,false
figlet,https://www.npmjs.com/package/figlet,https://github.com/patorjk/figlet.js,npm,false
normalize-path,https://www.npmjs.com/package/normalize-path,https://github.com/jonschlinkert/normalize-path,npm,false
errorhandler,https://www.npmjs.com/package/errorhandler,https://github.com/expressjs/errorhandler,npm,false
psl,https://www.npmjs.com/package/psl,https://github.com/lupomontero/psl,npm,false
electron,https://www.npmjs.com/package/electron,https://github.com/electron/electron,npm,false
ajv-formats,https://www.npmjs.com/package/ajv-formats,https://github.com/ajv-validator/ajv-formats,npm,true
html-minifier,https://www.npmjs.com/package/html-minifier,https://github.com/kangax/html-minifier,npm,false
webpack-cli,https://www.npmjs.com/package/webpack-cli,https://github.com/webpack/webpack-cli,npm,false
istanbul-lib-report,https://www.npmjs.com/package/istanbul-lib-report,https://github.com/istanbuljs/istanbuljs,npm,false
react-refresh,https://www.npmjs.com/package/react-refresh,https://github.com/facebook/react,npm,true
jest-changed-files,https://www.npmjs.com/package/jest-changed-files,https://github.com/jestjs/jest,npm,true
html-escaper,https://www.npmjs.com/package/html-escaper,https://github.com/WebReflection/html-escaper,npm,false
gulp-sass,https://www.npmjs.com/package/gulp-sass,https://github.com/dlmanning/gulp-sass,npm,false
is-windows,https://www.npmjs.com/package/is-windows,https://github.com/jonschlinkert/is-windows,npm,false
p-map,https://www.npmjs.com/package/p-map,https://github.com/sindresorhus/p-map,npm,false
detect-indent,https://www.npmjs.com/package/detect-indent,https://github.com/sindresorhus/detect-indent,npm,false
lodash.uniq,https://www.npmjs.com/package/lodash.uniq,https://github.com/lodash/lodash,npm,false
lodash.isplainobject,https://www.npmjs.com/package/lodash.isplainobject,https://github.com/lodash/lodash,npm,false
make-fetch-happen,https://www.npmjs.com/package/make-fetch-happen,https://github.com/npm/make-fetch-happen,npm,false
aggregate-error,https://www.npmjs.com/package/aggregate-error,https://github.com/sindresorhus/aggregate-error,npm,false
jest-resolve,https://www.npmjs.com/package/jest-resolve,https://github.com/jestjs/jest,npm,true
yarn,https://www.npmjs.com/package/yarn,https://github.com/yarnpkg/yarn,npm,true
jscodeshift,https://www.npmjs.com/package/jscodeshift,https://github.com/facebook/jscodeshift,npm,false
is-unicode-supported,https://www.npmjs.com/package/is-unicode-supported,https://github.com/sindresorhus/is-unicode-supported,npm,true
filesize,https://www.npmjs.com/package/filesize,https://github.com/avoidwork/filesize.js,npm,false
webpack-hot-middleware,https://www.npmjs.com/package/webpack-hot-middleware,https://github.com/webpack-contrib/webpack-hot-middleware,npm,false
buffer-crc32,https://www.npmjs.com/package/buffer-crc32,https://github.com/brianloveswords/buffer-crc32,npm,false
amqplib,https://www.npmjs.com/package/amqplib,https://github.com/amqp-node/amqplib,npm,false
cli,https://www.npmjs.com/package/cli,https://github.com/node-js-libs/cli,npm,false
run-async,https://www.npmjs.com/package/run-async,https://github.com/SBoudrias/run-async,npm,false
@types/ws,https://www.npmjs.com/package/%40types%2Fws,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,false
schema-utils,https://www.npmjs.com/package/schema-utils,https://github.com/webpack/schema-utils,npm,false
table,https://www.npmjs.com/package/table,https://github.com/gajus/table,npm,false
emittery,https://www.npmjs.com/package/emittery,https://github.com/sindresorhus/emittery,npm,true
readline-sync,https://www.npmjs.com/package/readline-sync,https://github.com/anseki/readline-sync,npm,false
istanbul-reports,https://www.npmjs.com/package/istanbul-reports,https://github.com/istanbuljs/istanbuljs,npm,false
tweetnacl,https://www.npmjs.com/package/tweetnacl,https://github.com/dchest/tweetnacl-js,npm,false
read-pkg,https://www.npmjs.com/package/read-pkg,https://github.com/sindresorhus/read-pkg,npm,false
gulp-concat,https://www.npmjs.com/package/gulp-concat,https://github.com/contra/gulp-concat,npm,false
fast-diff,https://www.npmjs.com/package/fast-diff,https://github.com/jhchen/fast-diff,npm,false
raf,https://www.npmjs.com/package/raf,https://github.com/chrisdickinson/raf,npm,false
postcss-nested,https://www.npmjs.com/package/postcss-nested,https://github.com/postcss/postcss-nested,npm,false
abort-controller,https://www.npmjs.com/package/abort-controller,https://github.com/mysticatea/abort-controller,npm,true
querystringify,https://www.npmjs.com/package/querystringify,https://github.com/unshiftio/querystringify,npm,false
@aws-sdk/types,https://www.npmjs.com/package/%40aws-sdk%2Ftypes,https://github.com/aws/aws-sdk-js-v3,npm,false
express-rate-limit,https://www.npmjs.com/package/express-rate-limit,https://github.com/express-rate-limit/express-rate-limit,npm,false
jest-runtime,https://www.npmjs.com/package/jest-runtime,https://github.com/jestjs/jest,npm,true
are-we-there-yet,https://www.npmjs.com/package/are-we-there-yet,https://github.com/npm/are-we-there-yet,npm,true
@jest/types,https://www.npmjs.com/package/%40jest%2Ftypes,https://github.com/jestjs/jest,npm,true
unique-filename,https://www.npmjs.com/package/unique-filename,https://github.com/npm/unique-filename,npm,true
picocolors,https://www.npmjs.com/package/picocolors,https://github.com/alexeyraspopov/picocolors,npm,true
fast-safe-stringify,https://www.npmjs.com/package/fast-safe-stringify,https://github.com/davidmarkclements/fast-safe-stringify,npm,false
get-intrinsic,https://www.npmjs.com/package/get-intrinsic,https://github.com/ljharb/get-intrinsic,npm,true
js-base64,https://www.npmjs.com/package/js-base64,https://github.com/dankogai/js-base64,npm,false
tempy,https://www.npmjs.com/package/tempy,https://github.com/sindresorhus/tempy,npm,false
prompt,https://www.npmjs.com/package/prompt,https://github.com/flatiron/prompt,npm,false
babel-plugin-polyfill-regenerator,https://www.npmjs.com/package/babel-plugin-polyfill-regenerator,https://github.com/babel/babel-polyfills,npm,true
qrcode,https://www.npmjs.com/package/qrcode,https://github.com/soldair/node-qrcode,npm,false
react-dev-utils,https://www.npmjs.com/package/react-dev-utils,https://github.com/facebook/create-react-app,npm,true
es-module-lexer,https://www.npmjs.com/package/es-module-lexer,https://github.com/guybedford/es-module-lexer,npm,true
@rollup/pluginutils,https://www.npmjs.com/package/%40rollup%2Fpluginutils,https://github.com/rollup/plugins,npm,false
gulp-sourcemaps,https://www.npmjs.com/package/gulp-sourcemaps,https://github.com/gulp-sourcemaps/gulp-sourcemaps,npm,false
eslint-plugin-flowtype,https://www.npmjs.com/package/eslint-plugin-flowtype,https://github.com/gajus/eslint-plugin-flowtype,npm,false
numeral,https://www.npmjs.com/package/numeral,https://github.com/adamwdraper/Numeral-js,npm,false
functions-have-names,https://www.npmjs.com/package/functions-have-names,https://github.com/inspect-js/functions-have-names,npm,true
memoizee,https://www.npmjs.com/package/memoizee,https://github.com/medikoo/memoizee,npm,false
should,https://www.npmjs.com/package/should,https://github.com/shouldjs/should.js,npm,false
csv,https://www.npmjs.com/package/csv,https://github.com/adaltas/node-csv,npm,false
crypto-random-string,https://www.npmjs.com/package/crypto-random-string,https://github.com/sindresorhus/crypto-random-string,npm,false
terser-webpack-plugin,https://www.npmjs.com/package/terser-webpack-plugin,https://github.com/webpack-contrib/terser-webpack-plugin,npm,true
cron,https://www.npmjs.com/package/cron,https://github.com/kelektiv/node-cron,npm,true
proxy-agent,https://www.npmjs.com/package/proxy-agent,https://github.com/TooTallNate/proxy-agents,npm,false
adm-zip,https://www.npmjs.com/package/adm-zip,https://github.com/cthackers/adm-zip,npm,false
follow-redirects,https://www.npmjs.com/package/follow-redirects,https://github.com/follow-redirects/follow-redirects,npm,false
mini-css-extract-plugin,https://www.npmjs.com/package/mini-css-extract-plugin,https://github.com/webpack-contrib/mini-css-extract-plugin,npm,true
webpack-manifest-plugin,https://www.npmjs.com/package/webpack-manifest-plugin,https://github.com/shellscape/webpack-manifest-plugin,npm,false
unified,https://www.npmjs.com/package/unified,https://github.com/unifiedjs/unified,npm,true
lodash.memoize,https://www.npmjs.com/package/lodash.memoize,https://github.com/lodash/lodash,npm,false
cli-progress,https://www.npmjs.com/package/cli-progress,https://github.com/npkgz/cli-progress,npm,false
is-arguments,https://www.npmjs.com/package/is-arguments,https://github.com/inspect-js/is-arguments,npm,false
elliptic,https://www.npmjs.com/package/elliptic,https://github.com/indutny/elliptic,npm,false
forwarded,https://www.npmjs.com/package/forwarded,https://github.com/jshttp/forwarded,npm,false
tr46,https://www.npmjs.com/package/tr46,https://github.com/jsdom/tr46,npm,false
camelcase-keys,https://www.npmjs.com/package/camelcase-keys,https://github.com/sindresorhus/camelcase-keys,npm,false
findup-sync,https://www.npmjs.com/package/findup-sync,https://github.com/gulpjs/findup-sync,npm,false
strip-indent,https://www.npmjs.com/package/strip-indent,https://github.com/sindresorhus/strip-indent,npm,false
@jridgewell/trace-mapping,https://www.npmjs.com/package/%40jridgewell%2Ftrace-mapping,https://github.com/jridgewell/trace-mapping,npm,true
is-generator-function,https://www.npmjs.com/package/is-generator-function,https://github.com/inspect-js/is-generator-function,npm,false
touch,https://www.npmjs.com/package/touch,https://github.com/isaacs/node-touch,npm,false
csstype,https://www.npmjs.com/package/csstype,https://github.com/frenic/csstype,npm,true
rx,https://www.npmjs.com/package/rx,https://github.com/Reactive-Extensions/RxJS,npm,false
escalade,https://www.npmjs.com/package/escalade,https://github.com/lukeed/escalade,npm,true
normalize.css,https://www.npmjs.com/package/normalize.css,https://github.com/necolas/normalize.css,npm,false
strip-final-newline,https://www.npmjs.com/package/strip-final-newline,https://github.com/sindresorhus/strip-final-newline,npm,false
regenerator-transform,https://www.npmjs.com/package/regenerator-transform,https://github.com/facebook/regenerator/tree/main,npm,false
detect-port,https://www.npmjs.com/package/detect-port,https://github.com/node-modules/detect-port,npm,false
source-map-loader,https://www.npmjs.com/package/source-map-loader,https://github.com/webpack-contrib/source-map-loader,npm,false
data-uri-to-buffer,https://www.npmjs.com/package/data-uri-to-buffer,https://github.com/TooTallNate/proxy-agents,npm,false
eslint-plugin-vue,https://www.npmjs.com/package/eslint-plugin-vue,https://github.com/vuejs/eslint-plugin-vue,npm,true
pnpm,https://www.npmjs.com/package/pnpm,https://github.com/pnpm/pnpm,npm,true
@types/body-parser,https://www.npmjs.com/package/%40types%2Fbody-parser,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,false
resize-observer-polyfill,https://www.npmjs.com/package/resize-observer-polyfill,https://github.com/que-etc/resize-observer-polyfill,npm,false
normalize-url,https://www.npmjs.com/package/normalize-url,https://github.com/sindresorhus/normalize-url,npm,false
safer-buffer,https://www.npmjs.com/package/safer-buffer,https://github.com/ChALkeR/safer-buffer,npm,true
utils-merge,https://www.npmjs.com/package/utils-merge,https://github.com/jaredhanson/utils-merge,npm,false
memory-fs,https://www.npmjs.com/package/memory-fs,https://github.com/webpack/memory-fs,npm,false
@angular/cli,https://www.npmjs.com/package/%40angular%2Fcli,https://github.com/angular/angular-cli,npm,true
@types/mime,https://www.npmjs.com/package/%40types%2Fmime,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,false
json-parse-even-better-errors,https://www.npmjs.com/package/json-parse-even-better-errors,https://github.com/npm/json-parse-even-better-errors,npm,true
oauth,https://www.npmjs.com/package/oauth,https://github.com/ciaranj/node-oauth,npm,false
react-tooltip,https://www.npmjs.com/package/react-tooltip,https://github.com/ReactTooltip/react-tooltip,npm,true
agentkeepalive,https://www.npmjs.com/package/agentkeepalive,https://github.com/node-modules/agentkeepalive,npm,false
consolidate,https://www.npmjs.com/package/consolidate,https://github.com/ladjs/consolidate,npm,true
process-nextick-args,https://www.npmjs.com/package/process-nextick-args,https://github.com/calvinmetcalf/process-nextick-args,npm,false
lines-and-columns,https://www.npmjs.com/package/lines-and-columns,https://github.com/eventualbuddha/lines-and-columns,npm,false
jsonc-parser,https://www.npmjs.com/package/jsonc-parser,https://github.com/microsoft/node-jsonc-parser,npm,false
@babel/register,https://www.npmjs.com/package/%40babel%2Fregister,https://github.com/babel/babel,npm,true
babel-preset-env,https://www.npmjs.com/package/babel-preset-env,https://github.com/babel/babel-preset-env,npm,false
bser,https://www.npmjs.com/package/bser,https://github.com/facebook/watchman,npm,false
read,https://www.npmjs.com/package/read,https://github.com/npm/read,npm,true
jake,https://www.npmjs.com/package/jake,https://github.com/jakejs/jake,npm,false
download,https://www.npmjs.com/package/download,https://github.com/kevva/download,npm,false
performance-now,https://www.npmjs.com/package/performance-now,https://github.com/braveg1rl/performance-now,npm,true
isobject,https://www.npmjs.com/package/isobject,https://github.com/jonschlinkert/isobject,npm,false
identity-obj-proxy,https://www.npmjs.com/package/identity-obj-proxy,https://github.com/keyanzhang/identity-obj-proxy,npm,false
npm-package-arg,https://www.npmjs.com/package/npm-package-arg,https://github.com/npm/npm-package-arg,npm,true
fast-json-patch,https://www.npmjs.com/package/fast-json-patch,https://github.com/Starcounter-Jack/JSON-Patch,npm,false
vinyl,https://www.npmjs.com/package/vinyl,https://github.com/gulpjs/vinyl,npm,false
recursive-readdir,https://www.npmjs.com/package/recursive-readdir,https://github.com/jergason/recursive-readdir,npm,false
case-sensitive-paths-webpack-plugin,https://www.npmjs.com/package/case-sensitive-paths-webpack-plugin,https://github.com/Urthen/case-sensitive-paths-webpack-plugin,npm,false
pretty-error,https://www.npmjs.com/package/pretty-error,https://github.com/AriaMinaei/pretty-error,npm,true
generic-pool,https://www.npmjs.com/package/generic-pool,https://github.com/coopernurse/node-pool,npm,false
limiter,https://www.npmjs.com/package/limiter,https://github.com/jhurliman/node-rate-limiter,npm,false
object.assign,https://www.npmjs.com/package/object.assign,https://github.com/ljharb/object.assign,npm,false
supports-preserve-symlinks-flag,https://www.npmjs.com/package/supports-preserve-symlinks-flag,https://github.com/inspect-js/node-supports-preserve-symlinks-flag,npm,true
dot-prop,https://www.npmjs.com/package/dot-prop,https://github.com/sindresorhus/dot-prop,npm,false
ansi-colors,https://www.npmjs.com/package/ansi-colors,https://github.com/doowb/ansi-colors,npm,false
tiny-invariant,https://www.npmjs.com/package/tiny-invariant,https://github.com/alexreardon/tiny-invariant,npm,true
graphql-request,https://www.npmjs.com/package/graphql-request,https://github.com/jasonkuhrt/graphql-request,npm,false
event-target-shim,https://www.npmjs.com/package/event-target-shim,https://github.com/mysticatea/event-target-shim,npm,false
@mui/material,https://www.npmjs.com/package/%40mui%2Fmaterial,https://github.com/mui/material-ui,npm,false
eslint-config-standard,https://www.npmjs.com/package/eslint-config-standard,https://github.com/standard/eslint-config-standard,npm,false
async-retry,https://www.npmjs.com/package/async-retry,https://github.com/vercel/async-retry,npm,false
connect-history-api-fallback,https://www.npmjs.com/package/connect-history-api-fallback,https://github.com/bripkens/connect-history-api-fallback,npm,false
define-properties,https://www.npmjs.com/package/define-properties,https://github.com/ljharb/define-properties,npm,false
cjs-module-lexer,https://www.npmjs.com/package/cjs-module-lexer,https://github.com/nodejs/cjs-module-lexer,npm,true
lodash.defaults,https://www.npmjs.com/package/lodash.defaults,https://github.com/lodash/lodash,npm,false
object-keys,https://www.npmjs.com/package/object-keys,https://github.com/ljharb/object-keys,npm,false
thenify,https://www.npmjs.com/package/thenify,https://github.com/thenables/thenify,npm,false
debounce,https://www.npmjs.com/package/debounce,https://github.com/component/debounce,npm,false
@emotion/react,https://www.npmjs.com/package/%40emotion%2Freact,https://github.com/emotion-js/emotion/tree/main,npm,true
fbjs,https://www.npmjs.com/package/fbjs,https://github.com/facebook/fbjs,npm,false
vue-template-compiler,https://www.npmjs.com/package/vue-template-compiler,https://github.com/vuejs/vue,npm,true
load-json-file,https://www.npmjs.com/package/load-json-file,https://github.com/sindresorhus/load-json-file,npm,false
grunt-cli,https://www.npmjs.com/package/grunt-cli,https://github.com/gruntjs/grunt-cli,npm,false
stripe,https://www.npmjs.com/package/stripe,https://github.com/stripe/stripe-node,npm,true
warning,https://www.npmjs.com/package/warning,https://github.com/BerkeleyTrue/warning,npm,false
fill-range,https://www.npmjs.com/package/fill-range,https://github.com/jonschlinkert/fill-range,npm,false
cli-width,https://www.npmjs.com/package/cli-width,https://github.com/knownasilya/cli-width,npm,false
foreground-child,https://www.npmjs.com/package/foreground-child,https://github.com/tapjs/foreground-child,npm,false
@angular-devkit/schematics,https://www.npmjs.com/package/%40angular-devkit%2Fschematics,https://github.com/angular/angular-cli,npm,true
is-interactive,https://www.npmjs.com/package/is-interactive,https://github.com/sindresorhus/is-interactive,npm,true
selenium-webdriver,https://www.npmjs.com/package/selenium-webdriver,https://github.com/SeleniumHQ/selenium,npm,false
interpret,https://www.npmjs.com/package/interpret,https://github.com/gulpjs/interpret,npm,false
mssql,https://www.npmjs.com/package/mssql,https://github.com/tediousjs/node-mssql,npm,false
range-parser,https://www.npmjs.com/package/range-parser,https://github.com/jshttp/range-parser,npm,false
pretty-hrtime,https://www.npmjs.com/package/pretty-hrtime,https://github.com/robrich/pretty-hrtime,npm,false
pdfjs-dist,https://www.npmjs.com/package/pdfjs-dist,https://github.com/mozilla/pdfjs-dist,npm,false
external-editor,https://www.npmjs.com/package/external-editor,https://github.com/mrkmg/node-external-editor,npm,false
react-i18next,https://www.npmjs.com/package/react-i18next,https://github.com/i18next/react-i18next,npm,false
socks,https://www.npmjs.com/package/socks,https://github.com/JoshGlazebrook/socks,npm,false
jose,https://www.npmjs.com/package/jose,https://github.com/panva/jose,npm,true
terser,https://www.npmjs.com/package/terser,https://github.com/terser/terser,npm,true
unique-slug,https://www.npmjs.com/package/unique-slug,https://github.com/npm/unique-slug,npm,true
cookie-signature,https://www.npmjs.com/package/cookie-signature,https://github.com/visionmedia/node-cookie-signature,npm,false
underscore.string,https://www.npmjs.com/package/underscore.string,https://github.com/epeli/underscore.string,npm,false
jwt-decode,https://www.npmjs.com/package/jwt-decode,https://github.com/auth0/jwt-decode,npm,false
formik,https://www.npmjs.com/package/formik,https://github.com/jaredpalmer/formik,npm,true
jest-message-util,https://www.npmjs.com/package/jest-message-util,https://github.com/jestjs/jest,npm,true
react-virtualized,https://www.npmjs.com/package/react-virtualized,https://github.com/bvaughn/react-virtualized,npm,false
universalify,https://www.npmjs.com/package/universalify,https://github.com/RyanZim/universalify,npm,false
@rollup/plugin-node-resolve,https://www.npmjs.com/package/%40rollup%2Fplugin-node-resolve,https://github.com/rollup/plugins,npm,false
@swc/helpers,https://www.npmjs.com/package/%40swc%2Fhelpers,https://github.com/swc-project/swc,npm,true
gzip-size,https://www.npmjs.com/package/gzip-size,https://github.com/sindresorhus/gzip-size,npm,false
jsonparse,https://www.npmjs.com/package/jsonparse,https://github.com/creationix/jsonparse,npm,false
copy-to-clipboard,https://www.npmjs.com/package/copy-to-clipboard,https://github.com/sudodoki/copy-to-clipboard,npm,false
promise-retry,https://www.npmjs.com/package/promise-retry,https://github.com/IndigoUnited/node-promise-retry,npm,false
winston-daily-rotate-file,https://www.npmjs.com/package/winston-daily-rotate-file,https://github.com/winstonjs/winston-daily-rotate-file,npm,false
@angular-devkit/core,https://www.npmjs.com/package/%40angular-devkit%2Fcore,https://github.com/angular/angular-cli,npm,true
jest-diff,https://www.npmjs.com/package/jest-diff,https://github.com/jestjs/jest,npm,true
css,https://www.npmjs.com/package/css,https://github.com/reworkcss/css,npm,false
@nestjs/common,https://www.npmjs.com/package/%40nestjs%2Fcommon,https://github.com/nestjs/nest,npm,true
@babel/plugin-transform-react-jsx,https://www.npmjs.com/package/%40babel%2Fplugin-transform-react-jsx,https://github.com/babel/babel,npm,true
npm-check-updates,https://www.npmjs.com/package/npm-check-updates,https://github.com/raineorshine/npm-check-updates,npm,false
react-markdown,https://www.npmjs.com/package/react-markdown,https://github.com/remarkjs/react-markdown,npm,true
to-regex-range,https://www.npmjs.com/package/to-regex-range,https://github.com/micromatch/to-regex-range,npm,false
pkginfo,https://www.npmjs.com/package/pkginfo,https://github.com/indexzero/node-pkginfo,npm,false
portfinder,https://www.npmjs.com/package/portfinder,https://github.com/http-party/node-portfinder,npm,true
word-wrap,https://www.npmjs.com/package/word-wrap,https://github.com/jonschlinkert/word-wrap,npm,false
safe-regex,https://www.npmjs.com/package/safe-regex,https://github.com/davisjam/safe-regex,npm,false
dataloader,https://www.npmjs.com/package/dataloader,https://github.com/graphql/dataloader,npm,false
@popperjs/core,https://www.npmjs.com/package/%40popperjs%2Fcore,https://github.com/popperjs/popper-core,npm,false
@typescript-eslint/types,https://www.npmjs.com/package/%40typescript-eslint%2Ftypes,https://github.com/typescript-eslint/typescript-eslint,npm,true
optimize-css-assets-webpack-plugin,https://www.npmjs.com/package/optimize-css-assets-webpack-plugin,https://github.com/NMFR/optimize-css-assets-webpack-plugin,npm,false
@nestjs/core,https://www.npmjs.com/package/%40nestjs%2Fcore,https://github.com/nestjs/nest,npm,true
estree-walker,https://www.npmjs.com/package/estree-walker,https://github.com/Rich-Harris/estree-walker,npm,false
serialize-error,https://www.npmjs.com/package/serialize-error,https://github.com/sindresorhus/serialize-error,npm,false
@babel/plugin-transform-typescript,https://www.npmjs.com/package/%40babel%2Fplugin-transform-typescript,https://github.com/babel/babel,npm,true
@storybook/react,https://www.npmjs.com/package/%40storybook%2Freact,https://github.com/storybookjs/storybook,npm,true
@types/estree,https://www.npmjs.com/package/%40types%2Festree,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,false
requirejs,https://www.npmjs.com/package/requirejs,https://github.com/jrburke/r.js,npm,false
react-dnd,https://www.npmjs.com/package/react-dnd,https://github.com/react-dnd/react-dnd,npm,false
http-cache-semantics,https://www.npmjs.com/package/http-cache-semantics,https://github.com/kornelski/http-cache-semantics,npm,false
arrify,https://www.npmjs.com/package/arrify,https://github.com/sindresorhus/arrify,npm,false
clipboard,https://www.npmjs.com/package/clipboard,https://github.com/zenorocha/clipboard.js,npm,false
extend-shallow,https://www.npmjs.com/package/extend-shallow,https://github.com/jonschlinkert/extend-shallow,npm,false
