Name,Package URL,Github,ecosystem,health_percentage,description,readme,code_of_conduct,contributing,license,pull_request_template,admin_accepts_content_report
cli-progress,https://www.npmjs.com/package/cli-progress,https://github.com/npkgz/cli-progress,npm,37,true,true,false,false,true,false,false
is-arguments,https://www.npmjs.com/package/is-arguments,https://github.com/inspect-js/is-arguments,npm,75,true,true,true,true,true,false,false
elliptic,https://www.npmjs.com/package/elliptic,https://github.com/indutny/elliptic,npm,28,true,true,false,false,false,false,false
forwarded,https://www.npmjs.com/package/forwarded,https://github.com/jshttp/forwarded,npm,50,true,true,false,false,true,false,false
tr46,https://www.npmjs.com/package/tr46,https://github.com/jsdom/tr46,npm,50,true,true,false,false,true,false,false
camelcase-keys,https://www.npmjs.com/package/camelcase-keys,https://github.com/sindresorhus/camelcase-keys,npm,85,true,true,true,true,true,false,false
findup-sync,https://www.npmjs.com/package/findup-sync,https://github.com/gulpjs/findup-sync,npm,62,true,true,false,false,true,false,false
strip-indent,https://www.npmjs.com/package/strip-indent,https://github.com/sindresorhus/strip-indent,npm,85,true,true,true,true,true,false,false
@jridgewell/trace-mapping,https://www.npmjs.com/package/%40jridgewell%2Ftrace-mapping,https://github.com/jridgewell/trace-mapping,npm,42,true,true,false,false,true,false,false
is-generator-function,https://www.npmjs.com/package/is-generator-function,https://github.com/inspect-js/is-generator-function,npm,75,true,true,true,true,true,false,false
touch,https://www.npmjs.com/package/touch,https://github.com/isaacs/node-touch,npm,42,true,true,false,false,true,false,false
csstype,https://www.npmjs.com/package/csstype,https://github.com/frenic/csstype,npm,42,true,true,false,false,true,false,false
rx,https://www.npmjs.com/package/rx,https://github.com/Reactive-Extensions/RxJS,npm,62,true,true,true,true,true,false,false
escalade,https://www.npmjs.com/package/escalade,https://github.com/lukeed/escalade,npm,42,true,true,false,false,true,false,false
normalize.css,https://www.npmjs.com/package/normalize.css,https://github.com/necolas/normalize.css,npm,57,true,true,false,true,true,false,false
strip-final-newline,https://www.npmjs.com/package/strip-final-newline,https://github.com/sindresorhus/strip-final-newline,npm,85,true,true,true,true,true,false,false
regenerator-transform,https://www.npmjs.com/package/regenerator-transform,https://github.com/facebook/regenerator/tree/main,npm,75,true,true,true,true,true,false,false
detect-port,https://www.npmjs.com/package/detect-port,https://github.com/node-modules/detect-port,npm,50,true,true,false,true,true,false,false
source-map-loader,https://www.npmjs.com/package/source-map-loader,https://github.com/webpack-contrib/source-map-loader,npm,62,true,true,false,true,true,true,false
data-uri-to-buffer,https://www.npmjs.com/package/data-uri-to-buffer,https://github.com/TooTallNate/proxy-agents,npm,28,true,true,false,false,false,false,false
eslint-plugin-vue,https://www.npmjs.com/package/eslint-plugin-vue,https://github.com/vuejs/eslint-plugin-vue,npm,50,true,true,false,false,true,false,false
pnpm,https://www.npmjs.com/package/pnpm,https://github.com/pnpm/pnpm,npm,87,true,true,true,true,true,false,true
@types/body-parser,https://www.npmjs.com/package/%40types%2Fbody-parser,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,62,true,true,false,false,true,true,false
resize-observer-polyfill,https://www.npmjs.com/package/resize-observer-polyfill,https://github.com/que-etc/resize-observer-polyfill,npm,42,true,true,false,false,true,false,false
normalize-url,https://www.npmjs.com/package/normalize-url,https://github.com/sindresorhus/normalize-url,npm,85,true,true,true,true,true,false,false
safer-buffer,https://www.npmjs.com/package/safer-buffer,https://github.com/ChALkeR/safer-buffer,npm,42,true,true,false,false,true,false,false
utils-merge,https://www.npmjs.com/package/utils-merge,https://github.com/jaredhanson/utils-merge,npm,57,true,true,false,true,true,false,false
memory-fs,https://www.npmjs.com/package/memory-fs,https://github.com/webpack/memory-fs,npm,37,true,true,false,false,true,false,false
@angular/cli,https://www.npmjs.com/package/%40angular%2Fcli,https://github.com/angular/angular-cli,npm,87,true,true,true,true,true,true,false
@types/mime,https://www.npmjs.com/package/%40types%2Fmime,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,62,true,true,false,false,true,true,false
json-parse-even-better-errors,https://www.npmjs.com/package/json-parse-even-better-errors,https://github.com/npm/json-parse-even-better-errors,npm,0,false,false,false,false,false,false,false
oauth,https://www.npmjs.com/package/oauth,https://github.com/ciaranj/node-oauth,npm,42,true,true,false,false,true,false,false
react-tooltip,https://www.npmjs.com/package/react-tooltip,https://github.com/ReactTooltip/react-tooltip,npm,75,true,true,true,false,true,false,true
agentkeepalive,https://www.npmjs.com/package/agentkeepalive,https://github.com/node-modules/agentkeepalive,npm,50,true,true,false,false,true,true,false
consolidate,https://www.npmjs.com/package/consolidate,https://github.com/ladjs/consolidate,npm,0,false,false,false,false,false,false,false
process-nextick-args,https://www.npmjs.com/package/process-nextick-args,https://github.com/calvinmetcalf/process-nextick-args,npm,42,true,true,false,false,true,false,false
lines-and-columns,https://www.npmjs.com/package/lines-and-columns,https://github.com/eventualbuddha/lines-and-columns,npm,42,true,true,false,false,true,false,false
jsonc-parser,https://www.npmjs.com/package/jsonc-parser,https://github.com/microsoft/node-jsonc-parser,npm,62,true,true,true,false,true,false,false
@babel/register,https://www.npmjs.com/package/%40babel%2Fregister,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
babel-preset-env,https://www.npmjs.com/package/babel-preset-env,https://github.com/babel/babel-preset-env,npm,62,true,true,true,true,true,false,false
bser,https://www.npmjs.com/package/bser,https://github.com/facebook/watchman,npm,75,true,true,true,true,true,false,false
read,https://www.npmjs.com/package/read,https://github.com/npm/read,npm,87,true,true,true,true,true,true,false
jake,https://www.npmjs.com/package/jake,https://github.com/jakejs/jake,npm,37,true,true,false,false,true,false,false
download,https://www.npmjs.com/package/download,https://github.com/kevva/download,npm,42,true,true,false,false,true,false,false
performance-now,https://www.npmjs.com/package/performance-now,https://github.com/braveg1rl/performance-now,npm,28,true,true,false,false,false,false,false
isobject,https://www.npmjs.com/package/isobject,https://github.com/jonschlinkert/isobject,npm,42,true,true,false,false,true,false,false
identity-obj-proxy,https://www.npmjs.com/package/identity-obj-proxy,https://github.com/keyanzhang/identity-obj-proxy,npm,42,true,true,false,false,true,false,false
npm-package-arg,https://www.npmjs.com/package/npm-package-arg,https://github.com/npm/npm-package-arg,npm,87,true,true,true,true,true,true,false
fast-json-patch,https://www.npmjs.com/package/fast-json-patch,https://github.com/Starcounter-Jack/JSON-Patch,npm,57,true,true,false,true,true,false,false
vinyl,https://www.npmjs.com/package/vinyl,https://github.com/gulpjs/vinyl,npm,62,true,true,false,false,true,false,false
recursive-readdir,https://www.npmjs.com/package/recursive-readdir,https://github.com/jergason/recursive-readdir,npm,42,true,true,false,false,true,false,false
case-sensitive-paths-webpack-plugin,https://www.npmjs.com/package/case-sensitive-paths-webpack-plugin,https://github.com/Urthen/case-sensitive-paths-webpack-plugin,npm,42,true,true,false,false,true,false,false
pretty-error,https://www.npmjs.com/package/pretty-error,https://github.com/AriaMinaei/pretty-error,npm,42,true,true,false,false,true,false,false
generic-pool,https://www.npmjs.com/package/generic-pool,https://github.com/coopernurse/node-pool,npm,28,true,true,false,false,false,false,false
limiter,https://www.npmjs.com/package/limiter,https://github.com/jhurliman/node-rate-limiter,npm,42,true,true,false,false,true,false,false
object.assign,https://www.npmjs.com/package/object.assign,https://github.com/ljharb/object.assign,npm,85,true,true,true,true,true,false,false
supports-preserve-symlinks-flag,https://www.npmjs.com/package/supports-preserve-symlinks-flag,https://github.com/inspect-js/node-supports-preserve-symlinks-flag,npm,75,true,true,true,true,true,false,false
dot-prop,https://www.npmjs.com/package/dot-prop,https://github.com/sindresorhus/dot-prop,npm,85,true,true,true,true,true,false,false
ansi-colors,https://www.npmjs.com/package/ansi-colors,https://github.com/doowb/ansi-colors,npm,42,true,true,false,false,true,false,false
tiny-invariant,https://www.npmjs.com/package/tiny-invariant,https://github.com/alexreardon/tiny-invariant,npm,42,true,true,false,false,true,false,false
graphql-request,https://www.npmjs.com/package/graphql-request,https://github.com/jasonkuhrt/graphql-request,npm,57,true,true,false,false,true,false,false
event-target-shim,https://www.npmjs.com/package/event-target-shim,https://github.com/mysticatea/event-target-shim,npm,42,true,true,false,false,true,false,false
@mui/material,https://www.npmjs.com/package/%40mui%2Fmaterial,https://github.com/mui/material-ui,npm,100,true,true,true,true,true,true,true
eslint-config-standard,https://www.npmjs.com/package/eslint-config-standard,https://github.com/standard/eslint-config-standard,npm,75,true,true,false,true,true,true,false
async-retry,https://www.npmjs.com/package/async-retry,https://github.com/vercel/async-retry,npm,50,true,true,false,false,true,false,false
connect-history-api-fallback,https://www.npmjs.com/package/connect-history-api-fallback,https://github.com/bripkens/connect-history-api-fallback,npm,42,true,true,false,false,true,false,false
define-properties,https://www.npmjs.com/package/define-properties,https://github.com/ljharb/define-properties,npm,85,true,true,true,true,true,false,false
cjs-module-lexer,https://www.npmjs.com/package/cjs-module-lexer,https://github.com/nodejs/cjs-module-lexer,npm,75,true,true,true,true,true,false,false
lodash.defaults,https://www.npmjs.com/package/lodash.defaults,https://github.com/lodash/lodash,npm,62,true,true,false,true,true,false,false
object-keys,https://www.npmjs.com/package/object-keys,https://github.com/ljharb/object-keys,npm,85,true,true,true,true,true,false,false
thenify,https://www.npmjs.com/package/thenify,https://github.com/thenables/thenify,npm,37,true,true,false,false,true,false,false
debounce,https://www.npmjs.com/package/debounce,https://github.com/component/debounce,npm,37,true,true,false,false,true,false,false
@emotion/react,https://www.npmjs.com/package/%40emotion%2Freact,https://github.com/emotion-js/emotion/tree/main,npm,75,true,true,true,true,true,true,false
fbjs,https://www.npmjs.com/package/fbjs,https://github.com/facebook/fbjs,npm,75,true,true,true,true,true,false,false
vue-template-compiler,https://www.npmjs.com/package/vue-template-compiler,https://github.com/vuejs/vue,npm,75,true,true,true,true,true,true,false
load-json-file,https://www.npmjs.com/package/load-json-file,https://github.com/sindresorhus/load-json-file,npm,85,true,true,true,true,true,false,false
grunt-cli,https://www.npmjs.com/package/grunt-cli,https://github.com/gruntjs/grunt-cli,npm,37,true,true,false,false,true,false,false
stripe,https://www.npmjs.com/package/stripe,https://github.com/stripe/stripe-node,npm,75,true,true,true,true,true,false,false
warning,https://www.npmjs.com/package/warning,https://github.com/BerkeleyTrue/warning,npm,57,true,true,false,true,true,false,false
fill-range,https://www.npmjs.com/package/fill-range,https://github.com/jonschlinkert/fill-range,npm,42,true,true,false,false,true,false,false
cli-width,https://www.npmjs.com/package/cli-width,https://github.com/knownasilya/cli-width,npm,42,true,true,false,false,true,false,false
foreground-child,https://www.npmjs.com/package/foreground-child,https://github.com/tapjs/foreground-child,npm,62,true,true,true,true,true,false,false
@angular-devkit/schematics,https://www.npmjs.com/package/%40angular-devkit%2Fschematics,https://github.com/angular/angular-cli,npm,87,true,true,true,true,true,true,false
is-interactive,https://www.npmjs.com/package/is-interactive,https://github.com/sindresorhus/is-interactive,npm,85,true,true,true,true,true,false,false
selenium-webdriver,https://www.npmjs.com/package/selenium-webdriver,https://github.com/SeleniumHQ/selenium,npm,100,true,true,true,true,true,true,true
interpret,https://www.npmjs.com/package/interpret,https://github.com/gulpjs/interpret,npm,62,true,true,false,false,true,false,false
mssql,https://www.npmjs.com/package/mssql,https://github.com/tediousjs/node-mssql,npm,50,true,true,false,false,true,true,false
range-parser,https://www.npmjs.com/package/range-parser,https://github.com/jshttp/range-parser,npm,37,true,true,false,false,true,false,false
pretty-hrtime,https://www.npmjs.com/package/pretty-hrtime,https://github.com/robrich/pretty-hrtime,npm,42,true,true,false,false,true,false,false
pdfjs-dist,https://www.npmjs.com/package/pdfjs-dist,https://github.com/mozilla/pdfjs-dist,npm,50,true,true,true,false,true,false,false
external-editor,https://www.npmjs.com/package/external-editor,https://github.com/mrkmg/node-external-editor,npm,42,true,true,false,false,true,false,false
react-i18next,https://www.npmjs.com/package/react-i18next,https://github.com/i18next/react-i18next,npm,62,true,true,false,true,true,true,false
socks,https://www.npmjs.com/package/socks,https://github.com/JoshGlazebrook/socks,npm,42,true,true,false,false,true,false,false
jose,https://www.npmjs.com/package/jose,https://github.com/panva/jose,npm,71,true,true,true,true,true,false,false
terser,https://www.npmjs.com/package/terser,https://github.com/terser/terser,npm,62,true,true,false,true,true,false,false
unique-slug,https://www.npmjs.com/package/unique-slug,https://github.com/npm/unique-slug,npm,87,true,true,true,true,true,true,false
cookie-signature,https://www.npmjs.com/package/cookie-signature,https://github.com/visionmedia/node-cookie-signature,npm,42,true,true,false,false,true,false,false
underscore.string,https://www.npmjs.com/package/underscore.string,https://github.com/epeli/underscore.string,npm,42,true,true,false,true,false,false,false
jwt-decode,https://www.npmjs.com/package/jwt-decode,https://github.com/auth0/jwt-decode,npm,75,true,true,false,true,true,true,false
formik,https://www.npmjs.com/package/formik,https://github.com/jaredpalmer/formik,npm,100,true,true,true,true,true,false,false
jest-message-util,https://www.npmjs.com/package/jest-message-util,https://github.com/jestjs/jest,npm,75,true,true,true,true,true,true,false
react-virtualized,https://www.npmjs.com/package/react-virtualized,https://github.com/bvaughn/react-virtualized,npm,85,true,true,true,true,true,true,false
universalify,https://www.npmjs.com/package/universalify,https://github.com/RyanZim/universalify,npm,42,true,true,false,false,true,false,false
@rollup/plugin-node-resolve,https://www.npmjs.com/package/%40rollup%2Fplugin-node-resolve,https://github.com/rollup/plugins,npm,75,true,true,true,true,true,true,false
@swc/helpers,https://www.npmjs.com/package/%40swc%2Fhelpers,https://github.com/swc-project/swc,npm,75,true,true,false,true,true,true,true
gzip-size,https://www.npmjs.com/package/gzip-size,https://github.com/sindresorhus/gzip-size,npm,85,true,true,true,true,true,false,false
jsonparse,https://www.npmjs.com/package/jsonparse,https://github.com/creationix/jsonparse,npm,42,true,true,false,false,true,false,false
copy-to-clipboard,https://www.npmjs.com/package/copy-to-clipboard,https://github.com/sudodoki/copy-to-clipboard,npm,42,true,true,false,false,true,false,false
promise-retry,https://www.npmjs.com/package/promise-retry,https://github.com/IndigoUnited/node-promise-retry,npm,37,true,true,false,false,true,false,false
winston-daily-rotate-file,https://www.npmjs.com/package/winston-daily-rotate-file,https://github.com/winstonjs/winston-daily-rotate-file,npm,37,true,true,false,false,true,false,false
@angular-devkit/core,https://www.npmjs.com/package/%40angular-devkit%2Fcore,https://github.com/angular/angular-cli,npm,87,true,true,true,true,true,true,false
jest-diff,https://www.npmjs.com/package/jest-diff,https://github.com/jestjs/jest,npm,75,true,true,true,true,true,true,false
css,https://www.npmjs.com/package/css,https://github.com/reworkcss/css,npm,37,true,true,false,false,true,false,false
@nestjs/common,https://www.npmjs.com/package/%40nestjs%2Fcommon,https://github.com/nestjs/nest,npm,87,true,true,true,true,true,true,false
@babel/plugin-transform-react-jsx,https://www.npmjs.com/package/%40babel%2Fplugin-transform-react-jsx,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
npm-check-updates,https://www.npmjs.com/package/npm-check-updates,https://github.com/raineorshine/npm-check-updates,npm,57,true,true,false,true,true,false,false
react-markdown,https://www.npmjs.com/package/react-markdown,https://github.com/remarkjs/react-markdown,npm,87,true,true,true,true,true,true,false
to-regex-range,https://www.npmjs.com/package/to-regex-range,https://github.com/micromatch/to-regex-range,npm,75,true,true,true,true,true,false,false
pkginfo,https://www.npmjs.com/package/pkginfo,https://github.com/indexzero/node-pkginfo,npm,42,true,true,false,false,true,false,false
portfinder,https://www.npmjs.com/package/portfinder,https://github.com/http-party/node-portfinder,npm,37,true,true,false,false,true,false,false
word-wrap,https://www.npmjs.com/package/word-wrap,https://github.com/jonschlinkert/word-wrap,npm,42,true,true,false,false,true,false,false
safe-regex,https://www.npmjs.com/package/safe-regex,https://github.com/davisjam/safe-regex,npm,0,false,false,false,false,false,false,false
dataloader,https://www.npmjs.com/package/dataloader,https://github.com/graphql/dataloader,npm,75,true,true,false,true,true,false,false
@popperjs/core,https://www.npmjs.com/package/%40popperjs%2Fcore,https://github.com/popperjs/popper-core,npm,75,true,true,true,false,true,false,false
@typescript-eslint/types,https://www.npmjs.com/package/%40typescript-eslint%2Ftypes,https://github.com/typescript-eslint/typescript-eslint,npm,100,true,true,true,true,true,true,true
optimize-css-assets-webpack-plugin,https://www.npmjs.com/package/optimize-css-assets-webpack-plugin,https://github.com/NMFR/optimize-css-assets-webpack-plugin,npm,42,true,true,false,false,true,false,false
@nestjs/core,https://www.npmjs.com/package/%40nestjs%2Fcore,https://github.com/nestjs/nest,npm,87,true,true,true,true,true,true,false
estree-walker,https://www.npmjs.com/package/estree-walker,https://github.com/Rich-Harris/estree-walker,npm,42,true,true,false,false,true,false,false
serialize-error,https://www.npmjs.com/package/serialize-error,https://github.com/sindresorhus/serialize-error,npm,85,true,true,true,true,true,false,false
@babel/plugin-transform-typescript,https://www.npmjs.com/package/%40babel%2Fplugin-transform-typescript,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
@storybook/react,https://www.npmjs.com/package/%40storybook%2Freact,https://github.com/storybookjs/storybook,npm,100,true,true,true,true,true,true,true
@types/estree,https://www.npmjs.com/package/%40types%2Festree,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,62,true,true,false,false,true,true,false
requirejs,https://www.npmjs.com/package/requirejs,https://github.com/jrburke/r.js,npm,62,true,true,false,true,true,false,false
react-dnd,https://www.npmjs.com/package/react-dnd,https://github.com/react-dnd/react-dnd,npm,75,true,true,true,true,true,false,false
http-cache-semantics,https://www.npmjs.com/package/http-cache-semantics,https://github.com/kornelski/http-cache-semantics,npm,42,true,true,false,false,true,false,false
arrify,https://www.npmjs.com/package/arrify,https://github.com/sindresorhus/arrify,npm,85,true,true,true,true,true,false,false
clipboard,https://www.npmjs.com/package/clipboard,https://github.com/zenorocha/clipboard.js,npm,71,true,true,false,true,true,true,false
extend-shallow,https://www.npmjs.com/package/extend-shallow,https://github.com/jonschlinkert/extend-shallow,npm,42,true,true,false,false,true,false,false
vary,https://www.npmjs.com/package/vary,https://github.com/jshttp/vary,npm,37,true,true,false,false,true,false,false
d3-scale,https://www.npmjs.com/package/d3-scale,https://github.com/d3/d3-scale,npm,37,true,true,false,false,true,false,false
@babel/plugin-syntax-dynamic-import,https://www.npmjs.com/package/%40babel%2Fplugin-syntax-dynamic-import,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
char-regex,https://www.npmjs.com/package/char-regex,https://github.com/Richienb/char-regex,npm,71,true,true,true,true,true,false,false
class-validator,https://www.npmjs.com/package/class-validator,https://github.com/typestack/class-validator,npm,62,true,true,false,true,true,true,false
@babel/plugin-syntax-jsx,https://www.npmjs.com/package/%40babel%2Fplugin-syntax-jsx,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
unist-util-visit,https://www.npmjs.com/package/unist-util-visit,https://github.com/syntax-tree/unist-util-visit,npm,87,true,true,true,true,true,true,false
is-plain-obj,https://www.npmjs.com/package/is-plain-obj,https://github.com/sindresorhus/is-plain-obj,npm,85,true,true,true,true,true,false,false
json-bigint,https://www.npmjs.com/package/json-bigint,https://github.com/sidorares/json-bigint,npm,42,true,true,false,false,true,false,false
d3-array,https://www.npmjs.com/package/d3-array,https://github.com/d3/d3-array,npm,37,true,true,false,false,true,false,false
mdn-data,https://www.npmjs.com/package/mdn-data,https://github.com/mdn/data,npm,75,true,true,true,true,true,true,false
delay,https://www.npmjs.com/package/delay,https://github.com/sindresorhus/delay,npm,85,true,true,true,true,true,false,false
component-emitter,https://www.npmjs.com/package/component-emitter,https://github.com/component/emitter,npm,37,true,true,false,false,true,false,false
spdy,https://www.npmjs.com/package/spdy,https://github.com/indutny/node-spdy,npm,25,true,true,false,false,false,false,false
class-transformer,https://www.npmjs.com/package/class-transformer,https://github.com/typestack/class-transformer,npm,62,true,true,false,true,true,true,false
react-intl,https://www.npmjs.com/package/react-intl,https://github.com/formatjs/formatjs,npm,75,true,true,true,true,false,false,true
@babel/helper-module-imports,https://www.npmjs.com/package/%40babel%2Fhelper-module-imports,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
p-queue,https://www.npmjs.com/package/p-queue,https://github.com/sindresorhus/p-queue,npm,85,true,true,true,true,true,false,false
gulp-babel,https://www.npmjs.com/package/gulp-babel,https://github.com/babel/gulp-babel,npm,50,true,true,true,false,true,false,false
jwa,https://www.npmjs.com/package/jwa,https://github.com/brianloveswords/node-jwa,npm,75,true,true,false,true,true,true,false
delegates,https://www.npmjs.com/package/delegates,https://github.com/visionmedia/node-delegates,npm,42,true,true,false,false,true,false,false
basic-auth,https://www.npmjs.com/package/basic-auth,https://github.com/jshttp/basic-auth,npm,37,true,true,false,false,true,false,false
eslint-config-react-app,https://www.npmjs.com/package/eslint-config-react-app,https://github.com/facebook/create-react-app,npm,87,true,true,true,true,true,true,false
nunjucks,https://www.npmjs.com/package/nunjucks,https://github.com/mozilla/nunjucks,npm,75,true,true,true,true,true,true,false
bower,https://www.npmjs.com/package/bower,https://github.com/bower/bower,npm,62,true,true,false,true,true,false,false
echarts,https://www.npmjs.com/package/echarts,https://github.com/apache/echarts,npm,87,true,true,true,true,true,true,false
nconf,https://www.npmjs.com/package/nconf,https://github.com/flatiron/nconf,npm,42,true,true,false,false,true,false,false
@octokit/rest,https://www.npmjs.com/package/%40octokit%2Frest,https://github.com/octokit/rest.js,npm,87,true,true,true,true,true,true,false
react-datepicker,https://www.npmjs.com/package/react-datepicker,https://github.com/Hacker0x01/react-datepicker,npm,87,true,true,true,true,true,false,false
slugify,https://www.npmjs.com/package/slugify,https://github.com/simov/slugify,npm,42,true,true,false,false,true,false,false
@types/glob,https://www.npmjs.com/package/%40types%2Fglob,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,62,true,true,false,false,true,true,false
asynckit,https://www.npmjs.com/package/asynckit,https://github.com/alexindigo/asynckit,npm,42,true,true,false,false,true,false,false
fecha,https://www.npmjs.com/package/fecha,https://github.com/taylorhakes/fecha,npm,57,true,true,false,true,true,false,false
get-package-type,https://www.npmjs.com/package/get-package-type,https://github.com/cfware/get-package-type,npm,50,true,true,false,false,true,false,false
systeminformation,https://www.npmjs.com/package/systeminformation,https://github.com/sebhildebrandt/systeminformation,npm,85,true,true,true,true,true,false,false
@babel/cli,https://www.npmjs.com/package/%40babel%2Fcli,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
netmask,https://www.npmjs.com/package/netmask,https://github.com/rs/node-netmask,npm,42,true,true,false,false,true,false,false
hasha,https://www.npmjs.com/package/hasha,https://github.com/sindresorhus/hasha,npm,85,true,true,true,true,true,false,false
queue,https://www.npmjs.com/package/queue,https://github.com/jessetane/queue,npm,42,true,true,false,false,true,false,false
@types/chai,https://www.npmjs.com/package/%40types%2Fchai,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,62,true,true,false,false,true,true,false
side-channel,https://www.npmjs.com/package/side-channel,https://github.com/ljharb/side-channel,npm,85,true,true,true,true,true,false,false
raw-loader,https://www.npmjs.com/package/raw-loader,https://github.com/webpack-contrib/raw-loader,npm,62,true,true,false,true,true,true,false
clean-webpack-plugin,https://www.npmjs.com/package/clean-webpack-plugin,https://github.com/johnagan/clean-webpack-plugin,npm,42,true,true,false,false,true,false,false
pend,https://www.npmjs.com/package/pend,https://github.com/andrewrk/node-pend,npm,42,true,true,false,false,true,false,false
@types/debug,https://www.npmjs.com/package/%40types%2Fdebug,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,62,true,true,false,false,true,true,false
@angular/material,https://www.npmjs.com/package/%40angular%2Fmaterial,https://github.com/angular/components,npm,75,true,true,true,true,true,false,false
loglevel,https://www.npmjs.com/package/loglevel,https://github.com/pimterry/loglevel,npm,57,true,true,false,true,true,false,false
vue-loader,https://www.npmjs.com/package/vue-loader,https://github.com/vuejs/vue-loader,npm,37,true,true,false,false,true,false,false
is-buffer,https://www.npmjs.com/package/is-buffer,https://github.com/feross/is-buffer,npm,42,true,true,false,false,true,false,false
bplist-parser,https://www.npmjs.com/package/bplist-parser,https://github.com/nearinfinity/node-bplist-parser,npm,28,true,true,false,false,false,false,false
object-path,https://www.npmjs.com/package/object-path,https://github.com/mariocasciaro/object-path,npm,57,true,true,false,false,true,false,false
async-validator,https://www.npmjs.com/package/async-validator,https://github.com/yiminghe/async-validator,npm,42,true,true,false,false,true,false,false
cookie-session,https://www.npmjs.com/package/cookie-session,https://github.com/expressjs/cookie-session,npm,37,true,true,false,false,true,false,false
gm,https://www.npmjs.com/package/gm,https://github.com/aheckmann/gm,npm,28,true,true,false,false,false,false,false
jest-haste-map,https://www.npmjs.com/package/jest-haste-map,https://github.com/jestjs/jest,npm,75,true,true,true,true,true,true,false
cac,https://www.npmjs.com/package/cac,https://github.com/egoist/cac,npm,37,true,true,false,false,true,false,false
path-type,https://www.npmjs.com/package/path-type,https://github.com/sindresorhus/path-type,npm,85,true,true,true,true,true,false,false
config-chain,https://www.npmjs.com/package/config-chain,https://github.com/dominictarr/config-chain,npm,42,true,true,false,false,true,false,false
react-hook-form,https://www.npmjs.com/package/react-hook-form,https://github.com/react-hook-form/react-hook-form,npm,100,true,true,true,true,true,false,true
browserify-zlib,https://www.npmjs.com/package/browserify-zlib,https://github.com/devongovett/browserify-zlib,npm,50,true,true,false,false,true,false,false
object-is,https://www.npmjs.com/package/object-is,https://github.com/es-shims/object-is,npm,62,true,true,true,false,true,false,false
global,https://www.npmjs.com/package/global,https://github.com/Raynos/global,npm,42,true,true,false,false,true,false,false
find-cache-dir,https://www.npmjs.com/package/find-cache-dir,https://github.com/sindresorhus/find-cache-dir,npm,85,true,true,true,true,true,false,false
papaparse,https://www.npmjs.com/package/papaparse,https://github.com/mholt/PapaParse,npm,42,true,true,false,false,true,false,false
html2canvas,https://www.npmjs.com/package/html2canvas,https://github.com/niklasvh/html2canvas,npm,57,true,true,false,false,true,true,false
firebase-admin,https://www.npmjs.com/package/firebase-admin,https://github.com/firebase/firebase-admin-node,npm,87,true,true,true,true,true,true,false
deep-eql,https://www.npmjs.com/package/deep-eql,https://github.com/chaijs/deep-eql,npm,37,true,true,false,false,true,false,false
@emotion/styled,https://www.npmjs.com/package/%40emotion%2Fstyled,https://github.com/emotion-js/emotion/tree/main,npm,75,true,true,true,true,true,true,false
semantic-release,https://www.npmjs.com/package/semantic-release,https://github.com/semantic-release/semantic-release,npm,75,true,true,true,true,true,false,false
postcss-flexbugs-fixes,https://www.npmjs.com/package/postcss-flexbugs-fixes,https://github.com/luisrudge/postcss-flexbugs-fixes,npm,42,true,true,false,false,true,false,false
stream-buffers,https://www.npmjs.com/package/stream-buffers,https://github.com/samcday/node-stream-buffer,npm,42,true,true,false,false,true,false,false
@typescript-eslint/scope-manager,https://www.npmjs.com/package/%40typescript-eslint%2Fscope-manager,https://github.com/typescript-eslint/typescript-eslint,npm,100,true,true,true,true,true,true,true
@svgr/webpack,https://www.npmjs.com/package/%40svgr%2Fwebpack,https://github.com/gregberge/svgr/tree/main,npm,85,true,true,true,true,true,true,false
fast-csv,https://www.npmjs.com/package/fast-csv,https://github.com/C2FO/fast-csv,npm,62,true,true,false,true,true,true,false
global-modules,https://www.npmjs.com/package/global-modules,https://github.com/jonschlinkert/global-modules,npm,42,true,true,false,false,true,false,false
get-stdin,https://www.npmjs.com/package/get-stdin,https://github.com/sindresorhus/get-stdin,npm,85,true,true,true,true,true,false,false
util-deprecate,https://www.npmjs.com/package/util-deprecate,https://github.com/TooTallNate/util-deprecate,npm,42,true,true,false,false,true,false,false
regexp.prototype.flags,https://www.npmjs.com/package/regexp.prototype.flags,https://github.com/es-shims/RegExp.prototype.flags,npm,62,true,true,true,false,true,false,false
babel-cli,https://www.npmjs.com/package/babel-cli,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
babel-preset-react,https://www.npmjs.com/package/babel-preset-react,https://github.com/babel/babel,npm,100,true,true,true,true,true,true,true
lie,https://www.npmjs.com/package/lie,https://github.com/calvinmetcalf/lie,npm,42,true,true,false,false,true,false,false
