Name,Package URL,Github,ecosystem,Mean,Median,Range,q1,q2,q3,Std,totalContributors
fastq,https://www.npmjs.com/package/fastq,https://github.com/mcollina/fastq,npm,0.061848958333333336,0.015625,0.984375,0.015625,0.015625,0.015625,0.1962207614205403,24
node-notifier,https://www.npmjs.com/package/node-notifier,https://github.com/mikaelbr/node-notifier,npm,0.02368710980536173,0.002570694087403599,0.9974293059125964,0.002570694087403599,0.002570694087403599,0.005141388174807198,0.13191185352514334,56
levn,https://www.npmjs.com/package/levn,https://github.com/gkz/levn,npm,0.3904761904761905,0.14285714285714285,0.9714285714285714,0.02857142857142857,0.14285714285714285,1,0.4335164448282302,3
jest-util,https://www.npmjs.com/package/jest-util,https://github.com/jestjs/jest,npm,0.028812423873325214,0.0060901339829476245,0.9963459196102314,0.004263093788063338,0.0060901339829476245,0.015225334957369063,0.10797141824297038,100
codemirror,https://www.npmjs.com/package/codemirror,https://github.com/codemirror/basic-setup,npm,1,1,0,1,1,1,0,1
url-join,https://www.npmjs.com/package/url-join,https://github.com/jfromaniello/url-join,npm,0.3416666666666667,0.2,0.9666666666666667,0.03333333333333333,0.2,0.7666666666666667,0.34550687402713137,8
eslint-scope,https://www.npmjs.com/package/eslint-scope,https://github.com/eslint/eslint-scope,npm,0.043503821281599055,0.012345679012345678,0.9938271604938271,0.006172839506172839,0.012345679012345678,0.024691358024691357,0.15104069434473655,42
ieee754,https://www.npmjs.com/package/ieee754,https://github.com/feross/ieee754,npm,0.23661971830985915,0.04225352112676056,0.9859154929577465,0.014084507042253521,0.04225352112676056,0.11267605633802817,0.3833884570332188,5
array-flatten,https://www.npmjs.com/package/array-flatten,https://github.com/blakeembrey/array-flatten,npm,0.19886363636363635,0.045454545454545456,0.9772727272727273,0.022727272727272728,0.045454545454545456,0.3181818181818182,0.3177249154549049,8
escape-html,https://www.npmjs.com/package/escape-html,https://github.com/component/escape-html,npm,0.18,0.04,0.96,0.04,0.04,0.12,0.3117691453623979,8
luxon,https://www.npmjs.com/package/luxon,https://github.com/moment/luxon,npm,0.01240867579908676,0.001141552511415525,0.9988584474885844,0.001141552511415525,0.001141552511415525,0.00228310502283105,0.09932696288927076,100
ts-jest,https://www.npmjs.com/package/ts-jest,https://github.com/kulshekhar/ts-jest,npm,0.033840579710144925,0.002070393374741201,0.9989648033126294,0.0010351966873706005,0.002070393374741201,0.003105590062111801,0.127736702083694,100
@babel/plugin-transform-runtime,https://www.npmjs.com/package/%40babel%2Fplugin-transform-runtime,https://github.com/babel/babel,npm,0.026082702191795714,0.0023813573737030106,0.9988093213131485,0.0015308725973805068,0.0023813573737030106,0.005953393434257527,0.10728545483062933,97
jsdoc,https://www.npmjs.com/package/jsdoc,https://github.com/jsdoc/jsdoc,npm,0.022919942880899446,0.0007320644216691069,0.9992679355783309,0.0007320644216691069,0.0007320644216691069,0.0021961932650073207,0.11673279538600098,81
@babel/code-frame,https://www.npmjs.com/package/%40babel%2Fcode-frame,https://github.com/babel/babel,npm,0.026082702191795714,0.0023813573737030106,0.9988093213131485,0.0015308725973805068,0.0023813573737030106,0.005953393434257527,0.10728545483062933,97
error-ex,https://www.npmjs.com/package/error-ex,https://github.com/qix-/node-error-ex,npm,0.22000000000000003,0.025,0.975,0.025,0.025,0.025,0.39,5
common-tags,https://www.npmjs.com/package/common-tags,https://github.com/zspecza/common-tags,npm,0.11173425366695429,0.00819672131147541,0.9918032786885246,0.00819672131147541,0.00819672131147541,0.03278688524590164,0.2597510704162954,19
fast-json-stable-stringify,https://www.npmjs.com/package/fast-json-stable-stringify,https://github.com/epoberezkin/fast-json-stable-stringify,npm,0.16,0.08,0.96,0.04,0.08,0.08,0.2822764602300376,10
knex,https://www.npmjs.com/package/knex,https://github.com/knex/knex,npm,0.028134642356241236,0.005610098176718092,0.9971949509116409,0.004207573632538569,0.005610098176718092,0.009817671809256662,0.11275613845438937,100
pretty-bytes,https://www.npmjs.com/package/pretty-bytes,https://github.com/sindresorhus/pretty-bytes,npm,0.08405172413793104,0.017241379310344827,0.9827586206896551,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.23670622718992315,16
esrecurse,https://www.npmjs.com/package/esrecurse,https://github.com/estools/esrecurse,npm,0.18571428571428572,0.07142857142857142,0.9642857142857143,0.03571428571428571,0.07142857142857142,0.17857142857142858,0.28202981460570903,10
cli-cursor,https://www.npmjs.com/package/cli-cursor,https://github.com/sindresorhus/cli-cursor,npm,0.23809523809523808,0.047619047619047616,0.9523809523809523,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.38095238095238093,5
ast-types,https://www.npmjs.com/package/ast-types,https://github.com/benjamn/ast-types,npm,0.02367937306501548,0.0015479876160990713,0.9984520123839009,0.0015479876160990713,0.0015479876160990713,0.006191950464396285,0.1262519733115733,64
react-bootstrap,https://www.npmjs.com/package/react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,npm,0.05384879725085911,0.005154639175257732,0.9965635738831615,0.003436426116838488,0.005154639175257732,0.013745704467353952,0.14898784250960953,100
bowser,https://www.npmjs.com/package/bowser,https://github.com/lancedikson/bowser,npm,0.02218637992831541,0.0033333333333333335,0.9966666666666667,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,0.10584415700999057,93
fb-watchman,https://www.npmjs.com/package/fb-watchman,https://github.com/facebook/watchman,npm,0.02133331873521941,0.003218884120171674,0.9989270386266095,0.001609442060085837,0.003218884120171674,0.005901287553648069,0.10618138620200489,98
zod,https://www.npmjs.com/package/zod,https://github.com/colinhacks/zod,npm,0.03637096774193547,0.016129032258064516,0.9919354838709677,0.008064516129032258,0.016129032258064516,0.024193548387096774,0.10437549653436387,100
vue-router,https://www.npmjs.com/package/vue-router,https://github.com/vuejs/router,npm,0.013733252131546893,0.0006090133982947625,0.9993909866017052,0.0006090133982947625,0.0006090133982947625,0.001218026796589525,0.1015152585024483,100
randombytes,https://www.npmjs.com/package/randombytes,https://github.com/crypto-browserify/randombytes,npm,0.26900584795321636,0.05263157894736842,0.9473684210526316,0.05263157894736842,0.05263157894736842,0.3684210526315789,0.32956731704340053,9
path,https://www.npmjs.com/package/path,https://github.com/jinder/path,npm,0.6,1,0.8,0.2,1,1,0.4,2
big.js,https://www.npmjs.com/package/big.js,https://github.com/MikeMcl/big.js,npm,0.06078083407275954,0.01020408163265306,0.9897959183673469,0.01020408163265306,0.01020408163265306,0.02040816326530612,0.20069231398715467,23
dotenv-expand,https://www.npmjs.com/package/dotenv-expand,https://github.com/motdotla/dotenv-expand,npm,0.08653846153846154,0.038461538461538464,0.9807692307692307,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.20175650805420628,22
bn.js,https://www.npmjs.com/package/bn.js,https://github.com/indutny/bn.js,npm,0.05135467980295567,0.0035714285714285713,0.9964285714285714,0.0035714285714285713,0.0035714285714285713,0.010714285714285714,0.18263459602713636,29
encodeurl,https://www.npmjs.com/package/encodeurl,https://github.com/pillarjs/encodeurl,npm,0.5147058823529411,1,0.9705882352941176,0.029411764705882353,1,1,0.4852941176470588,2
lint-staged,https://www.npmjs.com/package/lint-staged,https://github.com/okonet/lint-staged,npm,0.02401129943502825,0.002824858757062147,0.9971751412429378,0.002824858757062147,0.002824858757062147,0.005649717514124294,0.12097422584307478,100
get-port,https://www.npmjs.com/package/get-port,https://github.com/sindresorhus/get-port,npm,0.07234042553191489,0.02127659574468085,0.9787234042553191,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.21291484152581916,20
firebase,https://www.npmjs.com/package/firebase,https://github.com/firebase/firebase-js-sdk,npm,0.05587878787878788,0.007575757575757576,0.9984848484848485,0.0030303030303030303,0.007575757575757576,0.03333333333333333,0.15261559168253333,100
lodash.isequal,https://www.npmjs.com/package/lodash.isequal,https://github.com/lodash/lodash,npm,0.01128760529482551,0.00030084235860409147,0.9998495788206979,0.00030084235860409147,0.00030084235860409147,0.0007521058965102287,0.09948938427323048,100
is-docker,https://www.npmjs.com/package/is-docker,https://github.com/sindresorhus/is-docker,npm,0.20454545454545456,0.045454545454545456,0.9545454545454546,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.355738087329512,6
bignumber.js,https://www.npmjs.com/package/bignumber.js,https://github.com/MikeMcl/bignumber.js,npm,0.04456654456654457,0.005494505494505495,0.9945054945054945,0.005494505494505495,0.005494505494505495,0.005494505494505495,0.18749029373326326,27
is-path-inside,https://www.npmjs.com/package/is-path-inside,https://github.com/sindresorhus/is-path-inside,npm,0.18452380952380953,0.047619047619047616,0.9523809523809523,0.047619047619047616,0.047619047619047616,0.14285714285714285,0.30992419159392415,8
pirates,https://www.npmjs.com/package/pirates,https://github.com/danez/pirates,npm,0.20925925925925926,0.044444444444444446,0.9777777777777777,0.022222222222222223,0.044444444444444446,0.4,0.2900912774378813,12
colorette,https://www.npmjs.com/package/colorette,https://github.com/jorgebucaran/colorette,npm,0.0656906906906907,0.003003003003003003,0.996996996996997,0.003003003003003003,0.003003003003003003,0.003003003003003003,0.2412419875777107,16
needle,https://www.npmjs.com/package/needle,https://github.com/tomas/needle,npm,0.019384082122383683,0.0017331022530329288,0.9982668977469671,0.0017331022530329288,0.0017331022530329288,0.0034662045060658577,0.122695765474899,65
@babel/template,https://www.npmjs.com/package/%40babel%2Ftemplate,https://github.com/babel/babel,npm,0.026082702191795714,0.0023813573737030106,0.9988093213131485,0.0015308725973805068,0.0023813573737030106,0.005953393434257527,0.10728545483062933,97
blessed,https://www.npmjs.com/package/blessed,https://github.com/chjj/blessed,npm,0.1015929203539823,0.0008849557522123894,0.9991150442477876,0.0008849557522123894,0.0008849557522123894,0.002654867256637168,0.2994732107073959,10
abbrev,https://www.npmjs.com/package/abbrev,https://github.com/npm/abbrev-js,npm,0.21875,0.0625,0.96875,0.03125,0.0625,0.375,0.3010398644698074,10
acorn-jsx,https://www.npmjs.com/package/acorn-jsx,https://github.com/acornjs/acorn-jsx,npm,0.04840032813781788,0.0047169811320754715,0.9952830188679245,0.0047169811320754715,0.0047169811320754715,0.009433962264150943,0.19131019163638024,46
csso,https://www.npmjs.com/package/csso,https://github.com/css/csso,npm,0.03978264318578455,0.0017452006980802793,0.9982547993019197,0.0017452006980802793,0.0017452006980802793,0.0034904013961605585,0.16608839308308673,44
ci-info,https://www.npmjs.com/package/ci-info,https://github.com/watson/ci-info,npm,0.0847953216374269,0.013157894736842105,0.9868421052631579,0.013157894736842105,0.013157894736842105,0.013157894736842105,0.23503025104220568,27
@angular/common,https://www.npmjs.com/package/%40angular%2Fcommon,https://github.com/angular/angular,npm,0.1324854765269273,0.050259067357512954,0.9886010362694301,0.021243523316062177,0.050259067357512954,0.16062176165803108,0.18343070989971716,99
yocto-queue,https://www.npmjs.com/package/yocto-queue,https://github.com/sindresorhus/yocto-queue,npm,0.5833333333333334,1,0.8333333333333334,0.16666666666666666,1,1,0.4166666666666667,2
yeoman-generator,https://www.npmjs.com/package/yeoman-generator,https://github.com/yeoman/generator,npm,0.030542452830188683,0.0023584905660377358,0.9976415094339622,0.0023584905660377358,0.0023584905660377358,0.007075471698113208,0.1336697806099382,100
node-int64,https://www.npmjs.com/package/node-int64,https://github.com/broofa/node-int64,npm,0.2333333333333333,0.06666666666666667,0.9333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.3437268510724004,6
postcss-import,https://www.npmjs.com/package/postcss-import,https://github.com/postcss/postcss-import,npm,0.12745098039215685,0.021505376344086023,0.989247311827957,0.010752688172043012,0.021505376344086023,0.043010752688172046,0.2611054800615907,34
parse5,https://www.npmjs.com/package/parse5,https://github.com/inikulin/parse5,npm,0.06282642089093703,0.0017921146953405018,0.9982078853046595,0.0017921146953405018,0.0017921146953405018,0.007168458781362007,0.2180908361125184,35
@babel/preset-typescript,https://www.npmjs.com/package/%40babel%2Fpreset-typescript,https://github.com/babel/babel,npm,0.026082702191795714,0.0023813573737030106,0.9988093213131485,0.0015308725973805068,0.0023813573737030106,0.005953393434257527,0.10728545483062933,97
loader-utils,https://www.npmjs.com/package/loader-utils,https://github.com/webpack/loader-utils,npm,0.10697940503432492,0.021739130434782608,0.9782608695652174,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.2311106608792997,38
electron-to-chromium,https://www.npmjs.com/package/electron-to-chromium,https://github.com/kilian/electron-to-chromium,npm,0.08456167571761054,0.0002585983966899405,0.99974140160331,0.0002585983966899405,0.0002585983966899405,0.002068787173519524,0.27602676653866515,12
require-directory,https://www.npmjs.com/package/require-directory,https://github.com/troygoode/node-require-directory,npm,0.12777777777777777,0.016666666666666666,0.9833333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.3084209084840447,9
split2,https://www.npmjs.com/package/split2,https://github.com/mcollina/split2,npm,0.07739938080495357,0.014705882352941176,0.9852941176470589,0.014705882352941176,0.014705882352941176,0.029411764705882353,0.21889661516177752,19
serialize-javascript,https://www.npmjs.com/package/serialize-javascript,https://github.com/yahoo/serialize-javascript,npm,0.14345114345114346,0.02702702702702703,0.972972972972973,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.2795465499205258,26
redux-thunk,https://www.npmjs.com/package/redux-thunk,https://github.com/reduxjs/redux-thunk,npm,0.06305609284332689,0.01818181818181818,0.9818181818181818,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.1630917679079569,47
picomatch,https://www.npmjs.com/package/picomatch,https://github.com/micromatch/picomatch,npm,0.08082131935342944,0.009174311926605505,0.9908256880733946,0.009174311926605505,0.009174311926605505,0.03669724770642202,0.2111823144321762,21
agent-base,https://www.npmjs.com/package/agent-base,https://github.com/TooTallNate/proxy-agents,npm,0.04579207920792079,0.0049504950495049506,0.995049504950495,0.0049504950495049506,0.0049504950495049506,0.009900990099009901,0.18444272152484656,28
parent-module,https://www.npmjs.com/package/parent-module,https://github.com/sindresorhus/parent-module,npm,0.21052631578947367,0.05263157894736842,0.9473684210526316,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.35306336486838785,6
deep-is,https://www.npmjs.com/package/deep-is,https://github.com/thlorenz/deep-is,npm,0.393939393939394,0.09090909090909091,0.9090909090909091,0.09090909090909091,0.09090909090909091,1,0.4285495643554833,3
depd,https://www.npmjs.com/package/depd,https://github.com/dougwilson/nodejs-depd,npm,0.5022026431718062,1,0.9955947136563876,0.004405286343612335,1,1,0.49779735682819387,2
cssnano,https://www.npmjs.com/package/cssnano,https://github.com/cssnano/cssnano,npm,0.015712260807937632,0.0007087172218284905,0.9992912827781715,0.0007087172218284905,0.0007087172218284905,0.001417434443656981,0.1021509146661059,100
domhandler,https://www.npmjs.com/package/domhandler,https://github.com/fb55/domhandler,npm,0.08127490039840637,0.0013280212483399733,0.99867197875166,0.0013280212483399733,0.0013280212483399733,0.006640106241699867,0.23090184420260526,20
yamljs,https://www.npmjs.com/package/yamljs,https://github.com/jeremyfa/yaml.js,npm,0.08234126984126983,0.017857142857142856,0.9821428571428571,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.22399774324102534,18
for-each,https://www.npmjs.com/package/for-each,https://github.com/Raynos/for-each,npm,0.3968253968253968,0.11904761904761904,0.9285714285714286,0.07142857142857142,0.11904761904761904,1,0.4269516716289767,3
ee-first,https://www.npmjs.com/package/ee-first,https://github.com/jonathanong/ee-first,npm,0.5535714285714286,1,0.8928571428571429,0.10714285714285714,1,1,0.4464285714285714,2
stack-trace,https://www.npmjs.com/package/stack-trace,https://github.com/felixge/node-stack-trace,npm,0.13888888888888887,0.06060606060606061,0.9696969696969697,0.030303030303030304,0.06060606060606061,0.12121212121212122,0.262565552423499,12
eslint-plugin-promise,https://www.npmjs.com/package/eslint-plugin-promise,https://github.com/eslint-community/eslint-plugin-promise,npm,0.09816176470588235,0.029411764705882353,0.9852941176470589,0.014705882352941176,0.029411764705882353,0.04411764705882353,0.2050241435483057,40
extract-zip,https://www.npmjs.com/package/extract-zip,https://github.com/maxogden/extract-zip,npm,0.14642857142857144,0.02857142857142857,0.9714285714285714,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.297073309168643,16
@angular/router,https://www.npmjs.com/package/%40angular%2Frouter,https://github.com/angular/angular,npm,0.1324854765269273,0.050259067357512954,0.9886010362694301,0.021243523316062177,0.050259067357512954,0.16062176165803108,0.18343070989971716,99
yn,https://www.npmjs.com/package/yn,https://github.com/sindresorhus/yn,npm,0.14181818181818182,0.04,0.96,0.04,0.04,0.08,0.27362277223872156,11
nock,https://www.npmjs.com/package/nock,https://github.com/nock/nock,npm,0.031130268199233715,0.0038314176245210726,0.9980842911877394,0.0038314176245210726,0.0038314176245210726,0.009578544061302681,0.116668200167337,100
node-cache,https://www.npmjs.com/package/node-cache,https://github.com/node-cache/node-cache,npm,0.07258632840028188,0.011627906976744186,0.9883720930232558,0.011627906976744186,0.011627906976744186,0.03488372093023256,0.183273697248776,33
statuses,https://www.npmjs.com/package/statuses,https://github.com/jshttp/statuses,npm,0.13764591439688717,0.0038910505836575876,0.9961089494163424,0.0038910505836575876,0.0038910505836575876,0.07392996108949416,0.32673206140836064,8
node-releases,https://www.npmjs.com/package/node-releases,https://github.com/chicoxyzzy/node-releases,npm,0.1838709677419355,0.010752688172043012,0.9946236559139785,0.005376344086021506,0.010752688172043012,0.04838709677419355,0.3463367249754391,10
readdirp,https://www.npmjs.com/package/readdirp,https://github.com/paulmillr/readdirp,npm,0.0769392033542977,0.006289308176100629,0.9937106918238994,0.006289308176100629,0.006289308176100629,0.018867924528301886,0.22009393799756458,30
cli-color,https://www.npmjs.com/package/cli-color,https://github.com/medikoo/cli-color,npm,0.14806273062730627,0.007380073800738007,0.996309963099631,0.0036900369003690036,0.007380073800738007,0.15129151291512916,0.32552127231920763,8
node-schedule,https://www.npmjs.com/package/node-schedule,https://github.com/node-schedule/node-schedule,npm,0.06002400960384153,0.00980392156862745,0.9901960784313726,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.15621907570776383,49
shell-quote,https://www.npmjs.com/package/shell-quote,https://github.com/ljharb/shell-quote,npm,0.14522058823529413,0.029411764705882353,0.9705882352941176,0.029411764705882353,0.029411764705882353,0.14705882352941177,0.25943876368437335,16
content-disposition,https://www.npmjs.com/package/content-disposition,https://github.com/jshttp/content-disposition,npm,0.17328042328042328,0.007936507936507936,0.9920634920634921,0.007936507936507936,0.007936507936507936,0.007936507936507936,0.36972023437496526,6
jws,https://www.npmjs.com/package/jws,https://github.com/brianloveswords/node-jws,npm,0.15555555555555556,0.027777777777777776,0.9722222222222222,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.28105474475148984,15
serve-favicon,https://www.npmjs.com/package/serve-favicon,https://github.com/expressjs/serve-favicon,npm,0.15018315018315018,0.005128205128205128,0.9948717948717949,0.005128205128205128,0.005128205128205128,0.02564102564102564,0.3470084610830458,7
file-entry-cache,https://www.npmjs.com/package/file-entry-cache,https://github.com/jaredwray/file-entry-cache,npm,0.3055555555555555,0.027777777777777776,0.9722222222222222,0.027777777777777776,0.027777777777777776,0.8333333333333334,0.39311759844620653,7
lodash.get,https://www.npmjs.com/package/lodash.get,https://github.com/lodash/lodash,npm,0.01128760529482551,0.00030084235860409147,0.9998495788206979,0.00030084235860409147,0.00030084235860409147,0.0007521058965102287,0.09948938427323048,100
@types/jsonwebtoken,https://www.npmjs.com/package/%40types%2Fjsonwebtoken,https://github.com/DefinitelyTyped/DefinitelyTyped,npm,0.07296951361414938,0.03188270886665115,0.9860367698394229,0.01768675820339772,0.03188270886665115,0.07377239934838259,0.126123650440394,100
memoize-one,https://www.npmjs.com/package/memoize-one,https://github.com/alexreardon/memoize-one,npm,0.0774436090225564,0.005263157894736842,0.9947368421052631,0.005263157894736842,0.005263157894736842,0.010526315789473684,0.25588002799643766,14
sqlite3,https://www.npmjs.com/package/sqlite3,https://github.com/TryGhost/node-sqlite3,npm,0.051248054418631464,0.004784688995215311,0.9952153110047847,0.004784688995215311,0.004784688995215311,0.023923444976076555,0.14989035987240618,83
node-emoji,https://www.npmjs.com/package/node-emoji,https://github.com/omnidan/node-emoji,npm,0.10491803278688525,0.01639344262295082,0.9836065573770492,0.01639344262295082,0.01639344262295082,0.04918032786885246,0.21389516629901756,30
xml,https://www.npmjs.com/package/xml,https://github.com/dylang/node-xml,npm,0.16666666666666666,0.041666666666666664,0.9583333333333334,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.2775251376365788,11
axe-core,https://www.npmjs.com/package/axe-core,https://github.com/dequelabs/axe-core,npm,0.032096385542168676,0.0036144578313253013,0.9987951807228915,0.0024096385542168677,0.0036144578313253013,0.012048192771084338,0.1371859649086592,100
grunt,https://www.npmjs.com/package/grunt,https://github.com/gruntjs/grunt,npm,0.017165867782671113,0.0008880994671403197,0.9991119005328597,0.0008880994671403197,0.0008880994671403197,0.0017761989342806395,0.11633095863853476,73
ssh2,https://www.npmjs.com/package/ssh2,https://github.com/mscdex/ssh2,npm,0.031521242576518956,0.0010050251256281408,0.9989949748743718,0.0010050251256281408,0.0010050251256281408,0.0010050251256281408,0.17120572567461545,33
babel-plugin-istanbul,https://www.npmjs.com/package/babel-plugin-istanbul,https://github.com/istanbuljs/babel-plugin-istanbul,npm,0.1579861111111111,0.03125,0.96875,0.03125,0.03125,0.09375,0.2509686577407822,18
canvas,https://www.npmjs.com/package/canvas,https://github.com/Automattic/node-canvas,npm,0.018917274939172744,0.0024330900243309003,0.9987834549878345,0.0012165450121654502,0.0024330900243309003,0.006082725060827251,0.1022030137128154,100
less-loader,https://www.npmjs.com/package/less-loader,https://github.com/webpack-contrib/less-loader,npm,0.08111702127659574,0.010416666666666666,0.9895833333333334,0.010416666666666666,0.010416666666666666,0.03125,0.18760999741142756,47
pkg-dir,https://www.npmjs.com/package/pkg-dir,https://github.com/sindresorhus/pkg-dir,npm,0.15384615384615385,0.038461538461538464,0.9615384615384616,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.29957234475763905,9
copy-webpack-plugin,https://www.npmjs.com/package/copy-webpack-plugin,https://github.com/webpack-contrib/copy-webpack-plugin,npm,0.07925407925407926,0.01282051282051282,0.9871794871794872,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.19401866543801252,55
xlsx,https://www.npmjs.com/package/xlsx,https://github.com/SheetJS/sheetjs,npm,0.014017094017094018,0.002136752136752137,0.9978632478632479,0.002136752136752137,0.002136752136752137,0.004273504273504274,0.09928304239457263,100
lodash.clonedeep,https://www.npmjs.com/package/lodash.clonedeep,https://github.com/lodash/lodash,npm,0.01128760529482551,0.00030084235860409147,0.9998495788206979,0.00030084235860409147,0.00030084235860409147,0.0007521058965102287,0.09948938427323048,100
envinfo,https://www.npmjs.com/package/envinfo,https://github.com/tabrindle/envinfo,npm,0.042602187679907894,0.0051813471502590676,0.9948186528497409,0.0051813471502590676,0.0051813471502590676,0.010362694300518135,0.16424457801756417,36
import-fresh,https://www.npmjs.com/package/import-fresh,https://github.com/sindresorhus/import-fresh,npm,0.19642857142857142,0.03571428571428571,0.9642857142857143,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.3593680678124662,6
jszip,https://www.npmjs.com/package/jszip,https://github.com/Stuk/jszip,npm,0.04199412558545685,0.004048582995951417,0.9959514170040485,0.004048582995951417,0.004048582995951417,0.008097165991902834,0.17196497819640597,51
on-headers,https://www.npmjs.com/package/on-headers,https://github.com/jshttp/on-headers,npm,0.5027624309392266,1,0.994475138121547,0.0055248618784530384,1,1,0.4972375690607735,2
socks-proxy-agent,https://www.npmjs.com/package/socks-proxy-agent,https://github.com/TooTallNate/proxy-agents,npm,0.04579207920792079,0.0049504950495049506,0.995049504950495,0.0049504950495049506,0.0049504950495049506,0.009900990099009901,0.18444272152484656,28
acorn-walk,https://www.npmjs.com/package/acorn-walk,https://github.com/acornjs/acorn,npm,0.018617449664429526,0.0013422818791946308,0.9986577181208054,0.0013422818791946308,0.0013422818791946308,0.004026845637583893,0.10387105112337464,100
dom-helpers,https://www.npmjs.com/package/dom-helpers,https://github.com/react-bootstrap/dom-helpers,npm,0.13930348258706465,0.014925373134328358,0.9850746268656716,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.2809451081257444,21
queue-microtask,https://www.npmjs.com/package/queue-microtask,https://github.com/feross/queue-microtask,npm,0.22999999999999998,0.05,0.975,0.025,0.05,0.05,0.3851623034514151,5
verror,https://www.npmjs.com/package/verror,https://github.com/joyent/node-verror,npm,0.2833333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25873624493766706,10
@angular/compiler,https://www.npmjs.com/package/%40angular%2Fcompiler,https://github.com/angular/angular,npm,0.1324854765269273,0.050259067357512954,0.9886010362694301,0.021243523316062177,0.050259067357512954,0.16062176165803108,0.18343070989971716,99
send,https://www.npmjs.com/package/send,https://github.com/pillarjs/send,npm,0.05159437512378689,0.002178649237472767,0.9978213507625272,0.002178649237472767,0.002178649237472767,0.002178649237472767,0.20771087558220688,22
graphql-tag,https://www.npmjs.com/package/graphql-tag,https://github.com/apollographql/graphql-tag,npm,0.07687400318979266,0.01818181818181818,0.9818181818181818,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.1642913541595649,57
domutils,https://www.npmjs.com/package/domutils,https://github.com/fb55/domutils,npm,0.0812363238512035,0.0010940919037199124,0.9989059080962801,0.0010940919037199124,0.0010940919037199124,0.007658643326039387,0.23205992975397363,20
eslint-import-resolver-node,https://www.npmjs.com/package/eslint-import-resolver-node,https://github.com/import-js/eslint-plugin-import,npm,0.02031137724550898,0.003592814371257485,0.9976047904191617,0.0023952095808383233,0.003592814371257485,0.005988023952095809,0.10888419902691976,100
mute-stream,https://www.npmjs.com/package/mute-stream,https://github.com/npm/mute-stream,npm,0.3333333333333333,0.09090909090909091,0.9545454545454546,0.045454545454545456,0.09090909090909091,0.5909090909090909,0.38030001206094344,9
react-helmet,https://www.npmjs.com/package/react-helmet,https://github.com/nfl/react-helmet,npm,0.036825885978428355,0.00909090909090909,0.990909090909091,0.00909090909090909,0.00909090909090909,0.01818181818181818,0.13070888355152904,59
natural-compare,https://www.npmjs.com/package/natural-compare,https://github.com/litejs/natural-compare-lite,npm,0.2641509433962264,0.018867924528301886,0.9811320754716981,0.018867924528301886,0.018867924528301886,1,0.42484265091312085,4
@angular/forms,https://www.npmjs.com/package/%40angular%2Fforms,https://github.com/angular/angular,npm,0.1324854765269273,0.050259067357512954,0.9886010362694301,0.021243523316062177,0.050259067357512954,0.16062176165803108,0.18343070989971716,99
retry,https://www.npmjs.com/package/retry,https://github.com/tim-kos/node-retry,npm,0.0763888888888889,0.027777777777777776,0.9722222222222222,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.19315877869257778,24
karma,https://www.npmjs.com/package/karma,https://github.com/karma-runner/karma,npm,0.021670235546038547,0.0032119914346895075,0.9989293361884368,0.0021413276231263384,0.0032119914346895075,0.0053533190578158455,0.10516667106967766,100
font-awesome,https://www.npmjs.com/package/font-awesome,https://github.com/FortAwesome/Font-Awesome,npm,0.375,0.2857142857142857,0.9285714285714286,0.14285714285714285,0.2857142857142857,1,0.3689996128530683,4
istanbul-lib-instrument,https://www.npmjs.com/package/istanbul-lib-instrument,https://github.com/istanbuljs/istanbuljs,npm,0.0363265306122449,0.006802721088435374,0.9931972789115646,0.006802721088435374,0.006802721088435374,0.006802721088435374,0.1378930861800275,100
mysql2,https://www.npmjs.com/package/mysql2,https://github.com/sidorares/node-mysql2,npm,0.021192660550458715,0.0034403669724770644,0.9988532110091743,0.0022935779816513763,0.0034403669724770644,0.0045871559633027525,0.10431033803346064,100
bindings,https://www.npmjs.com/package/bindings,https://github.com/TooTallNate/node-bindings,npm,0.1058530510585305,0.0136986301369863,0.9863013698630136,0.0136986301369863,0.0136986301369863,0.0136986301369863,0.28286267015107275,11
